gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbundance
b1379	1441321	1441743	-1	gene		1441324	0	P52644	Heat shock protein hslJ OS=Escherichia coli (strain K12) GN=hslJ PE=1 SV=1	hslJ	15137.58295	0.2681405355704951	4058.9995994557953	45022365194.753654
PM0-9409	1441744	1441780	-1	promoter	[b1379]	1441744	0						0.0	45022365194.753654
b1380	1441854	1442843	-1	gene		1441854	0	P52643	D-lactate dehydrogenase OS=Escherichia coli (strain K12) GN=ldhA PE=1 SV=1	ldhA	36493.43166	421.66421146205613	15387974.084458334	45037753168.83811
PM0-8734	1442844	1442915	-1	promoter	[b1380]	1442844	0						0.0	45037753168.83811
b1381	1443051	1445690	1	gene		1443051	0	P52645					5809958.571344681	45043563127.409454
b1382	1445687	1445872	1	gene		1445690	0	P64448	Uncharacterized protein ynbE OS=Escherichia coli (strain K12) GN=ynbE PE=4 SV=1	ynbE	6817.65486	55.09221722761557	375599.722530029	45043938727.13198
b1383	1445880	1446206	1	gene		1445880	0	P76076	Uncharacterized protein ydbL OS=Escherichia coli (strain K12) GN=ydbL PE=4 SV=2	ydbL	11852.35305	6.5976866681439565	78198.11170412035	45044016925.24368
b1384	1446378	1447283	-1	gene		1446378	0	Q47129					5809958.571344681	45049826883.815025
PM0-46299	1447284	1447394	-1	promoter	[b1384]	1447284	0						0.0	45049826883.815025
PM0-46301	1447370	1447518	1	promoter	[b1385]	1447394	0						0.0	45049826883.815025
b1385	1447519	1449018	1	gene		1447519	0	P80668					5809958.571344681	45055636842.38637
b1386	1449076	1451349	-1	gene		1449076	0	P46883					5809958.571344681	45061446800.95771
PM0-46302	1451350	1451409	-1	promoter	[b1386]	1451350	0						0.0	45061446800.95771
b1387	1451597	1453642	-1	gene		1451597	0	P77455	Protein maoC OS=Escherichia coli (strain K12) GN=maoC PE=2 SV=1	maoC	72938.51664	0.1650431431959455	12038.002046315374	45061458838.959755
PM4	1453643	1453670	-1	promoter	[b1387]	1453643	0						0.0	45061458838.959755
PM5	1453865	1453926	1	promoter	[b1398, b1397, b1396, b1395, b1394, b1393, b1392, b1391, b1390, b1389, b1388]	1453865	0						0.0	45061458838.959755
b1388	1453927	1454856	1	gene		1453927	0	P76077	Phenylacetic acid degradation protein paaA OS=Escherichia coli (strain K12) GN=paaA PE=2 SV=1	paaA	35458.53694	0.005076958171506722	180.02150886720597	45061459018.98126
b1389	1454868	1455155	1	gene		1454868	0	P76078	Phenylacetic acid degradation protein paaB OS=Escherichia coli (strain K12) GN=paaB PE=2 SV=1	paaB	10917.31304	0.011179664861501267	122.05190097529757	45061459141.033165
b1390	1455164	1455910	1	gene		1455164	0	P76079					5809958.571344681	45067269099.60451
b1391	1455925	1456422	1	gene		1455925	0	P76080					5809958.571344681	45073079058.17585
b1392	1456430	1457500	1	gene		1456430	0	P76081	Probable phenylacetic acid degradation NADH oxidoreductase paaE OS=Escherichia coli (strain K12) GN=paaE PE=2 SV=1	paaE	39276.80969	0.0035850692969180576	140.81008450051266	45073079198.98593
b1393	1457497	1458264	1	gene		1457500	0	P76082					5809958.571344681	45078889157.557274
b1394	1458264	1459052	1	gene		1458264	0	P77467					5809958.571344681	45084699116.12862
b1395	1459054	1460481	1	gene		1459054	0	P76083					5809958.571344681	45090509074.69996
b1396	1460471	1460893	1	gene		1460481	0	P76084					5809958.571344681	45096319033.2713
b1397	1460893	1462098	1	gene		1460893	0	P0C7L2	Beta-ketoadipyl-CoA thiolase OS=Escherichia coli (strain K12) GN=paaJ PE=1 SV=1	paaJ	42231.81571	0.7695366394344485	32498.92953868835	45096351532.200836
b1398	1462125	1463438	1	gene		1462125	0	P76085	Phenylacetate-coenzyme A ligase OS=Escherichia coli (strain K12) GN=paaK PE=1 SV=1	paaK	48903.76066	2.1481295311048254	105051.6124558284	45096456583.81329
PM7	1463509	1463538	1	promoter	[b1400, b1399]	1463509	0						0.0	45096456583.81329
b1399	1463539	1464489	1	gene		1463539	0	P76086	Phenylacetic acid degradation operon negative regulatory protein paaX OS=Escherichia coli (strain K12) GN=paaX PE=1 SV=1	paaX	35254.60123	11.053201704322786	389676.2184006562	45096846260.03169
b1400	1464471	1465061	1	gene		1464489	0	P77181	Phenylacetic acid degradation protein paaY OS=Escherichia coli (strain K12) GN=paaY PE=3 SV=1	paaY	21293.07482	2.134409916583662	45448.150050365875	45096891708.18174
b4674	1465165	1465230	-1	gene		1465165	0	C1P600					5809958.571344681	45102701666.75308
b4492	1465392	1474013	1	gene		1465392	0						5809958.571344681	45108511625.324425
b1402	1467921	1468826	-1	gene		1474013	1						5809958.571344681	45114321583.89577
b1403	1468784	1469149	-1	gene		1474013	1	P0CF41					5809958.571344681	45120131542.46711
b1404	1469358	1470509	1	gene		1474013	1	P0CF89					5809958.571344681	45125941501.03845
b1406	1474221	1475081	1	gene		1474221	0	P25906	Putative oxidoreductase YdbC OS=Escherichia coli (strain K12) GN=ydbC PE=1 SV=1	ydbC	30668.76971	64.24583461338123	1970340.706584536	45127911841.74503
PM0-9768	1475066	1475143	1	promoter	[b1407]	1475081	0						0.0	45127911841.74503
b1407	1475144	1477450	1	gene		1475144	0	P25907					5809958.571344681	45133721800.316376
PM0-46309	1477597	1477620	1	promoter	[b1411, b1410, b1409, b1408]	1477597	0						0.0	45133721800.316376
b1408	1477621	1478226	1	gene		1477621	0	P76090					5809958.571344681	45139531758.88772
b1409	1478226	1479122	1	gene		1478226	0	P76091					5809958.571344681	45145341717.45906
b1410	1479138	1480895	1	gene		1479138	0	P76092					5809958.571344681	45151151676.0304
b1411	1480909	1482201	1	gene		1480909	0	P76093					5809958.571344681	45156961634.601746
b1412	1482255	1482860	-1	gene		1482255	0	P41407	FMN-dependent NADH-azoreductase OS=Escherichia coli (strain K12) GN=azoR PE=1 SV=3	azoR	21626.28299	1685.567051503805	36452550.05444119	45193414184.65619
PM0-46157	1482861	1482904	-1	promoter	[b1412]	1482861	0						0.0	45193414184.65619
b1413	1483061	1486963	1	gene		1483061	0	P43329	ATP-dependent RNA helicase hrpA OS=Escherichia coli (strain K12) GN=hrpA PE=3 SV=3	hrpA	148917.1694	11.598786581400907	1727258.466176926	45195141443.12237
b1414	1487235	1488035	1	gene		1487235	0	P34209	Protein ydcF OS=Escherichia coli (strain K12) GN=ydcF PE=1 SV=3	ydcF	29668.99626	161.57062286562982	4793638.205526241	45199935081.327896
PM324	1488190	1488231	1	promoter	[b1415]	1488190	0						0.0	45199935081.327896
b1415	1488232	1489671	1	gene		1488232	0	P25553	Lactaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=aldA PE=1 SV=2	aldA	52221.71682	2350.3959741433478	122741712.97658195	45322676794.30448
b4493	1489713	1490713	-1	gene		1489713	0						5809958.571344681	45328486752.875824
b1418	1490902	1491432	1	gene		1490902	0	P0ABE5					5809958.571344681	45334296711.44717
b4597	1491443	1491506	-1	gene		1491443	0						5809958.571344681	45340106670.01851
PM0-9545	1491507	1491506	-1	promoter	[b4597]	1491507	1						0.0	45340106670.01851
b1419	1491677	1491850	1	gene		1491677	0	P0ACW4					5809958.571344681	45345916628.58985
b4428	1491922	1492071	-1	gene		1491922	0	P77494					5809958.571344681	45351726587.161194
b1420	1491962	1492129	-1	gene		1492071	0	P76096					5809958.571344681	45357536545.73254
PM0-46364	1492119	1492118	1	promoter	[b4429]	1492129	1						0.0	45357536545.73254
b4429	1492119	1492174	1	gene		1492129	0						5809958.571344681	45363346504.30388
PM0-10039	1492439	1492469	1	promoter	[b1421]	1492439	0						0.0	45363346504.30388
b1421	1492470	1494110	1	gene		1492470	0	P05704	Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) GN=trg PE=1 SV=3	trg	58844.23824	52.433825784255774	3085428.5362834013	45366431932.840164
b1422	1494148	1495071	-1	gene		1494148	0	P77171	Uncharacterized HTH-type transcriptional regulator ydcI OS=Escherichia coli (strain K12) GN=ydcI PE=4 SV=2	ydcI	33362.60678	127.85842700463172	4265690.423664861	45370697623.26383
PM0-36238	1495072	1495134	-1	promoter	[b1422]	1495072	0						0.0	45370697623.26383
b1423	1495288	1496631	1	gene		1495288	0	P76097	Uncharacterized protein ydcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1	ydcJ	50992.62968	0.849898362012391	43338.552439736435	45370740961.81627
b1424	1496856	1498511	1	gene		1496856	0	P40120	Glucans biosynthesis protein D OS=Escherichia coli (strain K12) GN=mdoD PE=1 SV=3	mdoD	62699.58932	64.33692498513938	4033898.7746798857	45374774860.59095
b1426	1498651	1498875	1	gene		1498651	0	P0ACW6	Uncharacterized protein ydcH OS=Escherichia coli (strain K12) GN=ydcH PE=4 SV=2	ydcH	8854.61993	0.7640818621457122	6765.654484706936	45374781626.24544
PM00370	1498743	1498937	1	promoter	[b1427]	1498875	0						0.0	45374781626.24544
b1427	1498938	1499477	1	gene		1498938	0	P13857	Ribosomal-protein-serine acetyltransferase OS=Escherichia coli (strain K12) GN=rimL PE=1 SV=1	rimL	20649.48074	49.19019846069219	1015752.055710841	45375797378.30115
b1428	1499469	1500449	-1	gene		1499477	0	P76100					5809958.571344681	45381607336.87249
PM-8830	1500536	1500572	1	promoter	[b1429, b1430]	1500536	0						0.0	45381607336.87249
b1429	1500573	1501565	1	gene		1500573	0	P25396					5809958.571344681	45387417295.44383
b1430	1501562	1502155	1	gene		1501565	0	P25397	Tellurite resistance protein TehB OS=Escherichia coli (strain K12) GN=tehB PE=1 SV=1	tehB	22498.4033	152.41555667354842	3429106.663235499	45390846402.10707
b1431	1502457	1503125	1	gene		1502457	0	P64451	Uncharacterized lipoprotein ydcL OS=Escherichia coli (strain K12) GN=ydcL PE=4 SV=1	ydcL	24393.4873	407.6459157374641	9943905.468438702	45400790307.57551
b4578	1503218	1503649	-1	gene		1503218	0						5809958.571344681	45406600266.14685
b1432	1503717	1504865	1	gene		1503717	0	P76102					5809958.571344681	45412410224.71819
b1433	1504905	1506080	-1	gene		1504905	0	P76103					5809958.571344681	45418220183.289536
PM0-46335	1506150	1506171	1	promoter	[b1434]	1506150	0						0.0	45418220183.289536
b1434	1506172	1506708	1	gene		1506172	0	P77626					5809958.571344681	45424030141.86088
b1435	1506781	1508742	1	gene		1506781	0	P76104	Uncharacterized protease ydcP OS=Escherichia coli (strain K12) GN=ydcP PE=1 SV=2	ydcP	72638.30677	1.989175083647501	144490.30994522758	45424174632.17082
b1436	1508834	1509064	-1	gene		1508834	0	P64459					5809958.571344681	45429984590.742165
PM0-10389	1509221	1509285	1	promoter	[b1438, b4532]	1509221	0						0.0	45429984590.742165
b4532	1509286	1509462	1	gene		1509286	0	P76106					5809958.571344681	45435794549.31351
b1438	1509508	1509924	1	gene		1509508	0	P67697	Antitoxin HicB OS=Escherichia coli (strain K12) GN=hicB PE=1 SV=2	hicB	15218.98275	55.65593581538103	847026.727109391	45436641576.04062
PM0-10040	1509978	1510002	1	promoter	[b1439]	1509978	0						0.0	45436641576.04062
b1439	1510003	1511409	1	gene		1510003	0	P77730					5809958.571344681	45442451534.61196
PM0-46279	1511599	1511653	1	promoter	[b1444, b1443, b1442, b1441, b1440]	1511599	0						0.0	45442451534.61196
b1440	1511654	1512799	1	gene		1511654	0	P76108	Putative ABC transporter periplasmic-binding protein ydcS OS=Escherichia coli (strain K12) GN=ydcS PE=3 SV=1	ydcS	42250.08416	110.77632930779325	4680309.236190139	45447131843.84815
b1441	1512817	1513830	1	gene		1512817	0	P77795					5809958.571344681	45452941802.419495
b1442	1513831	1514772	1	gene		1513831	0	P77156					5809958.571344681	45458751760.99084
b1443	1514762	1515556	1	gene		1514772	0	P0AFR9					5809958.571344681	45464561719.56218
b1444	1515578	1517002	1	gene		1515578	0	P77674	Gamma-aminobutyraldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=prr PE=1 SV=1	prr	50779.90527	3.3515761204419743	170192.71790123757	45464731912.28008
b4598	1517099	1517194	-1	gene		1517099	0	A5A615					5809958.571344681	45470541870.851425
b1445	1517389	1517562	1	gene		1517389	0	P64453					5809958.571344681	45476351829.42277
b1446	1517648	1517881	1	gene		1517648	0	P64455	Uncharacterized protein ydcY OS=Escherichia coli (strain K12) GN=ydcY PE=4 SV=1	ydcY	8776.45239	273.76134465566173	2402653.4075927963	45478754482.83036
b1447	1517882	1518331	-1	gene		1517882	0	P76111					5809958.571344681	45484564441.4017
b1448	1518328	1518846	-1	gene		1518331	0	P76112	Uncharacterized N-acetyltransferase YncA OS=Escherichia coli (strain K12) GN=yncA PE=3 SV=1	yncA	19217.57217	8.327070880884788	160026.0856181089	45484724467.48732
b1449	1519027	1520064	1	gene		1519027	0	P76113	Putative NADP-dependent oxidoreductase yncB OS=Escherichia coli (strain K12) GN=yncB PE=3 SV=3	yncB	37567.99556	116.13046042923978	4362788.621786436	45489087256.10911
b1450	1520262	1520927	1	gene		1520262	0	P76114					5809958.571344681	45494897214.68045
b1451	1520963	1523065	-1	gene		1520963	0	P76115	Probable tonB-dependent receptor yncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1	yncD	77194.68595	7.945158660053419	613324.0275857465	45495510538.70804
PM0-10041	1523227	1523306	1	promoter	[b1452]	1523227	0						0.0	45495510538.70804
b1452	1523307	1524368	1	gene		1523307	0	P76116	Uncharacterized protein YncE OS=Escherichia coli (strain K12) GN=yncE PE=1 SV=1	yncE	38571.4174	3504.464344360385	135172156.98974174	45630682695.69778
b1453	1524481	1525980	-1	gene		1524481	0	P77610					5809958.571344681	45636492654.26912
PM0-8528	1525981	1526020	-1	promoter	[b1453]	1525981	0						0.0	45636492654.26912
PM0-10042	1526228	1526246	1	promoter	[b1454]	1526228	0						0.0	45636492654.26912
b1454	1526247	1526864	1	gene		1526247	0	P76117					5809958.571344681	45642302612.84046
b1455	1526940	1527152	1	gene		1526940	0	P76118					5809958.571344681	45648112571.411804
b1456	1527902	1529938	1	gene		1527902	0						5809958.571344681	45653922529.98315
b1457	1529922	1530404	1	gene		1529938	0	P31991					5809958.571344681	45659732488.55449
b1459	1530586	1531639	1	gene		1530586	0	P76119					5809958.571344681	45665542447.12583
b1460	1531816	1532952	1	gene		1531816	0	P28917					5809958.571344681	45671352405.697174
b1461	1533052	1533285	1	gene		1533052	0	P31992					5809958.571344681	45677162364.26852
b1462	1533282	1533851	-1	gene		1533285	0	P76121					5809958.571344681	45682972322.83986
b1463	1534024	1534869	1	gene		1534024	0	P77567					5809958.571344681	45688782281.4112
b1464	1534965	1535858	-1	gene		1534965	0	P37757	Uncharacterized isomerase yddE OS=Escherichia coli (strain K12) GN=yddE PE=1 SV=2	yddE	32280.54451	122.40609498047928	3951335.397312649	45692733616.80852
b1465	1535937	1536617	-1	gene		1535937	0	P0AF32					5809958.571344681	45698543575.37986
b1466	1536614	1537309	-1	gene		1536617	0	P19317					5809958.571344681	45704353533.9512
b1467	1537309	1538853	-1	gene		1537309	0	P19318					5809958.571344681	45710163492.522545
PM-8813	1537310	1538687	-1	promoter	[b1465, b1466]	1538853	1						0.0	45710163492.522545
b1468	1538850	1542590	-1	gene		1538853	0	P19319					5809958.571344681	45715973451.09389
b1469	1542672	1544060	-1	gene		1542672	0	P37758					5809958.571344681	45721783409.66523
PM0-2841	1544061	1544163	-1	promoter	[b1469]	1544061	0						0.0	45721783409.66523
b1471	1544384	1545714	-1	gene		1544384	0	P76123					5809958.571344681	45727593368.23657
b1472	1545750	1546028	-1	gene		1545750	0	P77519					5809958.571344681	45733403326.807915
b1473	1546288	1547169	-1	gene		1546288	0	P46136					5809958.571344681	45739213285.37926
PM0-10383	1547170	1547205	-1	promoter	[b1473]	1547170	0						0.0	45739213285.37926
PM00217	1547372	1547400	1	promoter	[b1474, b1475, b1476]	1547372	0						0.0	45739213285.37926
b1474	1547401	1550448	1	gene		1547401	0	P24183					5809958.571344681	45745023243.9506
b1475	1550461	1551345	1	gene		1550461	0	P0AAJ3					5809958.571344681	45750833202.52194
b1476	1551338	1551991	1	gene		1551345	0	P0AEK7					5809958.571344681	45756643161.093285
b1477	1552398	1552682	-1	gene		1552398	0	P67699	Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli (strain K12) GN=yddM PE=3 SV=1	yddM	10376.46353	53.89053379578702	559193.1585442165	45757202354.25183
b1478	1552828	1553838	-1	gene		1552828	0	P39451	Alcohol dehydrogenase, propanol-preferring OS=Escherichia coli (strain K12) GN=adhP PE=1 SV=1	adhP	35339.05905	4.989283353515126	176316.5790470531	45757378670.83088
b1479	1553972	1555669	-1	gene		1553972	0	P26616	NAD-dependent malic enzyme OS=Escherichia coli (strain K12) GN=maeA PE=1 SV=4	maeA	63139.24904	489.85394554615334	30929010.261065178	45788307681.09194
b1480	1555826	1555963	-1	gene		1555826	0	P68191	Stationary-phase-induced ribosome-associated protein OS=Escherichia coli (strain K12) GN=sra PE=1 SV=1	sra	5074.75469	1332.3548343881325	6761373.944555349	45795069055.0365
PM0-4141	1555964	1556046	-1	promoter	[b1480]	1555964	0						0.0	45795069055.0365
b1481	1556065	1556280	-1	gene		1556065	0	P76127					5809958.571344681	45800879013.60784
PM0-7481	1556281	1556340	-1	promoter	[b1480, b1481]	1556281	0						0.0	45800879013.60784
PM00544	1556596	1556624	1	promoter	[b1482]	1556596	0						0.0	45800879013.60784
b1482	1556625	1557056	1	gene		1556625	0	P0C0L2	Peroxiredoxin osmC OS=Escherichia coli (strain K12) GN=osmC PE=1 SV=2	osmC	15060.65425	2530.934830777553	38117534.41562299	45838996548.02347
b1483	1557112	1558038	-1	gene		1557112	0	P77622					5809958.571344681	45844806506.59481
b1484	1558031	1559017	-1	gene		1558038	0	P77268					5809958.571344681	45850616465.16615
b1485	1559014	1559910	-1	gene		1559017	0	P77463					5809958.571344681	45856426423.737495
b1486	1559907	1560929	-1	gene		1559910	0	P77308					5809958.571344681	45862236382.30884
b1487	1560931	1562481	-1	gene		1560931	0	P76128					5809958.571344681	45868046340.88018
b1488	1562495	1563076	-1	gene		1562495	0	P77790					5809958.571344681	45873856299.45152
PM0-46160	1563077	1563249	-1	promoter	[b1483, b1484, b1485, b1486, b1487, b1488]	1563077	0						0.0	45873856299.45152
b1489	1563334	1565733	-1	gene		1563334	0	P76129					5809958.571344681	45879666258.022865
b1490	1565758	1567140	-1	gene		1565758	0	P0AA89					5809958.571344681	45885476216.59421
b1491	1567504	1568823	-1	gene		1567504	0	P64426					5809958.571344681	45891286175.16555
b1492	1568954	1570489	-1	gene		1568954	0	P63235					5809958.571344681	45897096133.73689
b1493	1570645	1572045	-1	gene		1570645	0	P69910					5809958.571344681	45902906092.308235
PM450	1572046	1572072	-1	promoter	[b1492, b1493]	1572046	0						0.0	45902906092.308235
b1494	1572407	1575202	-1	gene		1572407	0	P31828	Probable zinc protease pqqL OS=Escherichia coli (strain K12) GN=pqqL PE=3 SV=2	pqqL	104573.7103	15.877568736281308	1660376.2732962186	45904566468.58153
b1495	1575247	1577619	-1	gene		1575247	0	P31827					5809958.571344681	45910376427.15287
b1496	1577657	1579342	-1	gene		1577657	0	P31826					5809958.571344681	45916186385.72421
b1497	1579633	1580790	-1	gene		1579633	0	P76134					5809958.571344681	45921996344.295555
b1498	1580842	1582524	-1	gene		1580842	0	P77318	Uncharacterized sulfatase ydeN OS=Escherichia coli (strain K12) GN=ydeN PE=3 SV=2	ydeN	62745.09934	0.5791467837112987	36338.622476406934	45922032682.91803
PM0-44963	1582525	1582554	-1	promoter	[b1497, b1498]	1582525	0						0.0	45922032682.91803
b1499	1582926	1583687	-1	gene		1582926	0	P76135					5809958.571344681	45927842641.48937
b1500	1583762	1583959	-1	gene		1583762	0	P76136					5809958.571344681	45933652600.060715
PM0-9828	1583960	1584028	-1	promoter	[b1499, b1500]	1583960	0						0.0	45933652600.060715
