gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance
PM0-7982	532222	532300	-1	promoter	[b0504]	532222	0					0.0			28.719949842383713	-8.181174514997334e-07	0.09876444985999398
PM0-7981	532390	532450	1	promoter	[b0505]	532390	0					0.0			28.719949842383713	-8.181174514997334e-07	0.09876363174254248
b0505	532451	532933	1	gene		532451	0	P77731				0.017911945107084437			28.7378617874908	-8.181174514997334e-07	0.09876281362509097
b0506	533011	533826	1	gene		533011	0	P0ACN4				0.017911945107084437			28.75577373259788	5.195902513435559e-05	0.09876199550763946
PM0-7983	533907	533915	1	promoter	[b0514, b0513, b0512, b0511, b0509, b0508, b0507]	533907	0					0.0			28.75577373259788	-8.181174514997334e-07	0.09881395453277382
b0507	533916	535697	1	gene		533916	0	P0AEP7				0.017911945107084437			28.773685677704965	1.16452361288936e-05	0.09881313641532231
b0508	535710	536486	1	gene		535710	0	P30147				0.017911945107084437			28.791597622812052	3.181711119889444e-05	0.09882478165145121
b0509	536586	537464	1	gene		536586	0	P77161				0.017911945107084437			28.80950956791913	-8.181174514997334e-07	0.09885659876265011
b0511	537633	539087	1	gene		537633	0	P75712				0.017911945107084437			28.827421513026213	-8.181174514997334e-07	0.09885578064519861
b0512	539147	540508	1	gene		539147	0	P77671				0.017911945107084437			28.8453334581333	-8.181174514997334e-07	0.0988549625277471
PM0-9987	540359	540564	1	promoter	[b0514, b0513]	540508	0					0.0			28.8453334581333	-8.181174514997334e-07	0.0988541444102956
b0513	540565	541866	1	gene		540565	0	P77328				0.017911945107084437			28.863245403240384	-8.181174514997334e-07	0.09885332629284409
b0514	541888	543033	1	gene		541888	0	P77364				0.017911945107084437			28.881157348347468	2.528195307840037e-06	0.09885250817539258
b0515	543261	544046	-1	gene		543261	0	P75713				0.017911945107084437			28.899069293454552	4.028075851809597e-05	0.09885503637070042
b0516	544057	545292	-1	gene		544057	0	P77425				0.017911945107084437			28.91698123856164	-8.181174514997334e-07	0.09889531712921852
b0517	545314	546363	-1	gene		545314	0	P77555				0.017911945107084437			28.93489318366872	-8.181174514997334e-07	0.09889449901176701
PM0-8002	546364	546411	-1	promoter	[b0515, b0516, b0517]	546364	0					0.0			28.93489318366872	-8.181174514997334e-07	0.09889368089431551
b0518	546680	548347	1	gene		546680	0	Q47208				0.017911945107084437			28.952805128775807	-8.181174514997334e-07	0.098892862776864
b4572	548357	549616	1	gene		548357	0	P77129				0.017911945107084437			28.97071707388289	-8.181174514997334e-07	0.0988920446594125
b0520	549627	550442	1	gene		549627	0	P0AAS5				0.017911945107084437			28.98862901898997	-8.181174514997334e-07	0.09889122654196099
b0521	550439	551332	1	gene		550442	0	P37306				0.017911945107084437			29.006540964097056	-8.181174514997334e-07	0.09889040842450948
b0522	551527	552594	-1	gene		551527	0	P09029				0.017911945107084437			29.02445290920414	0.0001309134341035518	0.09888959030705798
b0523	552591	553100	-1	gene		552594	0	P0AG18	N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) GN=purE PE=1 SV=2	purE	Cytoplasm	0.10642139553955894	0.10598971685347593	0.10946137638418543	29.1308743047437	0.0005871236169189804	0.09902050374116153
PM00113	553101	553142	-1	promoter	[b0522, b0523]	553101	0					0.0			29.1308743047437	-8.181174514997334e-07	0.09960762735808051
b0524	553218	553940	-1	gene		553218	0	P43341				0.017911945107084437			29.148786249850783	1.0596672833999119e-05	0.09960680924062901
b0525	553943	554437	-1	gene		553943	0	P23869	Peptidyl-prolyl cis-trans isomerase B OS=Escherichia coli (strain K12) GN=ppiB PE=1 SV=2	ppiB	Cytoplasm	0.060769475199196066	0.069371897830515	0.0719235014359415	29.209555725049977	0.0021476025812861947	0.099617405913463
PM0-8913	554577	554610	1	promoter	[b0526]	554577	0					0.0			29.209555725049977	-8.181174514997334e-07	0.1017650084947492
b0526	554611	555996	1	gene		554611	0	P21888	Cysteinyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=cysS PE=1 SV=2	cysS	Cytoplasm	0.0428369288317458	0.05062632353941757	0.04765461453345872	29.252392653881728	0.00020689758662802997	0.1017641903772977
b0527	556032	556553	-1	gene		556032	0	P45570				0.017911945107084437			29.270304598988808	-8.181174514997334e-07	0.10197108796392573
b0528	556661	556873	-1	gene		556661	0	P0AAS7				0.017911945107084437			29.288216544095892	8.53352975452286e-05	0.10197026984647423
b0529	556875	557741	-1	gene		556875	0	P24186	Bifunctional protein FolD OS=Escherichia coli (strain K12) GN=folD PE=1 SV=4	folD	Cytoplasm	0.09151617288918397	0.09866128783570917	0.09580686136005152	29.379732716985075	0.00020704617468613262	0.10205560514401946
PM0-9988	557742	557781	-1	promoter	[b0529, b0528]	557742	0					0.0			29.379732716985075	-8.181174514997334e-07	0.10226265131870559
b0530	558212	558754	1	gene		558212	0	P0ABW5				0.017911945107084437			29.397644662092162	-8.181174514997334e-07	0.10226183320125408
b0531	558974	559666	1	gene		558974	0	P77249				0.017911945107084437			29.41555660719924	-8.181174514997334e-07	0.10226101508380257
b0532	559697	562300	1	gene		559697	0	P77468				0.017911945107084437			29.433468552306326	-8.181174514997334e-07	0.10226019696635107
b0533	562336	563319	1	gene		562336	0	P75715				0.017911945107084437			29.45138049741341	-8.181174514997334e-07	0.10225937884889956
b0534	563330	563845	1	gene		563330	0	P38052				0.017911945107084437			29.46929244252049	-8.181174514997334e-07	0.10225856073144805
b0535	563848	564480	-1	gene		563848	0	P0AEL8				0.017911945107084437			29.48720438762758	-8.181174514997334e-07	0.10225774261399655
PM00646	564703	564722	1	promoter	[b0536]	564703	0					0.0			29.48720438762758	-8.181174514997334e-07	0.10225692449654504
b0536	564723	564799	1	gene		564723	0					0.017911945107084437			29.505116332734666	-8.181174514997334e-07	0.10225610637909353
b0537	564815	565978	-1	gene		564815	0	P24218				0.017911945107084437			29.523028277841746	-8.181174514997334e-07	0.10225528826164203
b4633	565858	566079	-1	gene		565978	0					0.017911945107084437			29.540940222948826	-8.181174514997334e-07	0.10225447014419052
b0539	566098	566376	-1	gene		566098	0	P75717				0.017911945107084437			29.558852168055918	-8.181174514997334e-07	0.10225365202673901
b4508	566376	566687	1	gene		566376	0					0.017911945107084437			29.576764113162998	-8.181174514997334e-07	0.10225283390928751
b0542	566684	568247	1	gene		566687	0	P75718				0.017911945107084437			29.59467605827008	-8.181174514997334e-07	0.102252015791836
b0540	566842	567141	1	gene		568247	1	P0CF68				0.017911945107084437			29.61258800337717	-8.181174514997334e-07	0.1022511976743845
b0541	567138	568004	1	gene		568247	1					0.017911945107084437			29.63049994848425	-8.181174514997334e-07	0.10225037955693299
b0543	568315	568647	1	gene		568315	0	P23895				0.017911945107084437			29.648411893591327	-8.181174514997334e-07	0.10224956143948148
b0544	568902	570428	1	gene		568902	0	P77698				0.017911945107084437			29.666323838698414	-8.181174514997334e-07	0.10224874332202998
b0545	570893	571444	1	gene		570893	0	P77368				0.017911945107084437			29.684235783805498	-8.181174514997334e-07	0.10224792520457847
b0546	571454	572251	1	gene		571454	0	P77634				0.017911945107084437			29.702147728912585	-8.181174514997334e-07	0.10224710708712696
b4588	572368	572469	1	gene		572368	0	Q47268				0.017911945107084437			29.72005967401967	-8.181174514997334e-07	0.10224628896967546
b0547	572466	572921	1	gene		572469	0	Q47269				0.017911945107084437			29.737971619126753	-8.181174514997334e-07	0.10224547085222395
b0548	572921	573091	1	gene		572921	0	Q47270				0.017911945107084437			29.75588356423384	-8.181174514997334e-07	0.10224465273477244
b0549	573084	573374	1	gene		573091	0	P68661				0.017911945107084437			29.77379550934092	-8.181174514997334e-07	0.10224383461732094
b0550	573371	573733	1	gene		573374	0	P0AG74				0.017911945107084437			29.791707454448005	1.3286923271762377e-05	0.10224301649986943
b4509	573730	573870	1	gene		573733	0	Q47272				0.017911945107084437			29.809619399555093	-8.181174514997334e-07	0.1022563034231412
b0551	573956	574339	1	gene		573956	0	Q47274				0.017911945107084437			29.82753134466217	-8.181174514997334e-07	0.10225548530568969
b0553	574529	576825	-1	gene		574529	0	P21420				0.017911945107084437			29.845443289769253	-8.181174514997334e-07	0.10225466718823818
b0552	574737	575753	-1	gene		576825	1	P0CE50				0.017911945107084437			29.86335523487634	-8.181174514997334e-07	0.10225384907078668
PM437	576826	576870	-1	promoter	[b0553]	576826	0					0.0			29.86335523487634	-8.181174514997334e-07	0.10225303095333517
PM-8808	576873	577397	1	promoter	[b0556, b0555, b0554]	576873	0					0.0			29.86335523487634	-8.181174514997334e-07	0.10225221283588366
b0554	577398	577613	1	gene		577398	0	P0A9R2				0.017911945107084437			29.881267179983425	-8.181174514997334e-07	0.10225139471843216
b0555	577613	578110	1	gene		577613	0	P78285				0.017911945107084437			29.899179125090512	-8.181174514997334e-07	0.10225057660098065
b0556	578107	578568	1	gene		578110	0	P75719				0.017911945107084437			29.917091070197593	-8.181174514997334e-07	0.10224975848352914
b4510	578327	578509	1	gene		578568	1	P58041				0.017911945107084437			29.93500301530468	-8.181174514997334e-07	0.10224894036607764
b0557	578600	578893	-1	gene		578600	0	P77330	Lipoprotein bor homolog from lambdoid prophage DLP12 OS=Escherichia coli (strain K12) GN=borD PE=3 SV=1	borD	Cell membrane	0.04955778868720702	0.040565336046430665	0.04369135933712626	29.984560803991887	-8.181174514997334e-07	0.10224812224862613
PM0-8163	578894	578921	-1	promoter	[b0557]	578894	0					0.0			29.984560803991887	-8.181174514997334e-07	0.10224730413117462
b0558	579184	579594	-1	gene		579184	0	P77598				0.017911945107084437			30.002472749098967	-8.181174514997334e-07	0.10224648601372312
b0559	579880	580086	1	gene		579880	0	P64435				0.017911945107084437			30.02038469420605	-8.181174514997334e-07	0.10224566789627161
b4589	580251	580445	-1	gene		580251	0	A5A607				0.017911945107084437			30.03829663931313	-8.181174514997334e-07	0.1022448497788201
b0560	580834	581379	1	gene		580834	0	P31062				0.017911945107084437			30.05620858442022	-8.181174514997334e-07	0.1022440316613686
b4634	581354	581662	1	gene		581379	0					0.017911945107084437			30.074120529527306	-8.181174514997334e-07	0.10224321354391709
b0561	581660	582097	1	gene		581662	0	P77699				0.017911945107084437			30.09203247463439	-8.181174514997334e-07	0.10224239542646558
b0562	582152	582806	-1	gene		582152	0	P77460				0.017911945107084437			30.109944419741467	-8.181174514997334e-07	0.10224157730901408
b0563	582953	583135	1	gene		582953	0	P77087				0.017911945107084437			30.127856364848558	-8.181174514997334e-07	0.10224075919156257
PM0-8915	583567	583680	1	promoter	[b0564]	583567	0					0.0			30.127856364848558	-8.181174514997334e-07	0.10223994107411107
b0564	583681	584430	1	gene		583681	0	P05052				0.017911945107084437			30.14576830995564	-8.181174514997334e-07	0.10223912295665956
b0565	584680	585633	-1	gene		584680	0	P09169	Protease 7 OS=Escherichia coli (strain K12) GN=ompT PE=1 SV=1	ompT	Cell outer membrane	0.8003288361426789	0.8203549688175724	0.8874725291692028	30.946097146098317	0.0014126327195579155	0.10223830483920805
PM0-8203	585634	585665	-1	promoter	[b0565]	585634	0					0.0			30.946097146098317	-8.181174514997334e-07	0.10365093755876596
b4635	586057	586101	1	gene		586057	0					0.017911945107084437			30.964009091205398	-8.181174514997334e-07	0.10365011944131446
b0566	586147	586908	-1	gene		586147	0	P10805				0.017911945107084437			30.981921036312485	-8.181174514997334e-07	0.10364930132386295
b0567	587091	587981	-1	gene		587091	0	P37325				0.017911945107084437			30.99983298141957	-8.181174514997334e-07	0.10364848320641144
b0568	587982	590954	-1	gene		587982	0	P31600				0.017911945107084437			31.017744926526646	-8.181174514997334e-07	0.10364766508895994
b0569	590941	593178	-1	gene		590954	0	P0AFA5				0.017911945107084437			31.035656871633734	-8.181174514997334e-07	0.10364684697150843
b0570	593328	594770	-1	gene		593328	0					0.017911945107084437			31.053568816740817	-8.181174514997334e-07	0.10364602885405692
b0571	594760	595443	-1	gene		594770	0					0.017911945107084437			31.071480761847905	-8.181174514997334e-07	0.10364521073660542
PM0-2002	595444	595462	-1	promoter	[b0570, b0571]	595444	0					0.0			31.071480761847905	-8.181174514997334e-07	0.10364439261915391
PM0-2001	595573	595599	1	promoter	[b0575, b0574, b0573, b0572]	595573	0					0.0			31.071480761847905	-8.181174514997334e-07	0.1036435745017024
b0572	595600	596973	1	gene		595600	0	P77211	Cation efflux system protein CusC OS=Escherichia coli (strain K12) GN=cusC PE=1 SV=1	cusC	Cell outer membrane	0.12481059942353445	0.1229632317028568	0.10109084794733768	31.19629136127144	-8.181174514997334e-07	0.1036427563842509
b0573	597131	597463	1	gene		597131	0	P77214	Cation efflux system protein CusF OS=Escherichia coli (strain K12) GN=cusF PE=1 SV=1	cusF	Periplasm	0.599201252540324	0.6625723693919009	0.5948710049987802	31.795492613811764	-8.181174514997334e-07	0.10364193826679939
b0574	597479	598702	1	gene		597479	0	P77239	Cation efflux system protein CusB OS=Escherichia coli (strain K12) GN=cusB PE=1 SV=1	cusB	Outer Membrane	0.1714767713718128	0.17827646029609262	0.14539954567387772	31.966969385183567	-8.181174514997334e-07	0.10364112014934788
b0575	598714	601857	1	gene		598714	0	P38054	Cation efflux system protein CusA OS=Escherichia coli (strain K12) GN=cusA PE=1 SV=2	cusA	Cell inner membrane	0.06777794331802425	0.07648904633828213	0.06281869845314536	32.0347473285016	-8.181174514997334e-07	0.10364030203189638
PM0-8529	601929	601958	1	promoter	[b0576]	601929	0					0.0			32.0347473285016	-8.181174514997334e-07	0.10363948391444487
b0576	601959	603335	1	gene		601959	0	P24207	Phenylalanine-specific permease OS=Escherichia coli (strain K12) GN=pheP PE=1 SV=1	pheP	Cell inner membrane	0.012584337634425432	0.007610449184298739	0.003309708660158328	32.047331666136024	4.9881130309100315e-05	0.10363866579699337
b0577	603416	604663	-1	gene		603416	0	P0AAT4				0.017911945107084437			32.06524361124311	1.3286923271762377e-05	0.10368854692730246
b0578	604771	605424	-1	gene		604771	0	P38489	Oxygen-insensitive NAD(P)H nitroreductase OS=Escherichia coli (strain K12) GN=nfnB PE=1 SV=1	nfnB	Cytoplasm	0.06419481253908534	0.05864955928670267	0.05959346404373525	32.1294384237822	0.0006454034623451662	0.10370183385057423
PM0-4864	605425	605453	-1	promoter	[b0578]	605425	0					0.0			32.1294384237822	-8.181174514997334e-07	0.1043472373129194
b0579	605518	605886	-1	gene		605518	0	P0AAT2				0.017911945107084437			32.147350368889285	-8.181174514997334e-07	0.10434641919546789
b0580	605951	606199	-1	gene		605951	0	P77506				0.017911945107084437			32.16526231399637	-8.181174514997334e-07	0.10434560107801638
b0581	606265	607383	-1	gene		606265	0	P77213				0.017911945107084437			32.18317425910346	2.9941397287783773e-05	0.10434478296056487
PM0-10246	607731	607835	1	promoter	[b4415]	607731	0					0.0			32.18317425910346	-8.181174514997334e-07	0.10437472435785265
b4700	607734	607792	1	gene		607835	1					0.017911945107084437			32.20108620421055	-8.181174514997334e-07	0.10437390624040115
b4415	607836	607988	1	gene		607836	0	P77091				0.017911945107084437			32.218998149317635	-8.181174514997334e-07	0.10437308812294964
b0582	608065	609177	1	gene		608065	0	P0CF92				0.017911945107084437			32.23691009442472	-8.181174514997334e-07	0.10437227000549813
b0583	609459	610079	-1	gene		609459	0	P19925				0.017911945107084437			32.25482203953181	-8.181174514997334e-07	0.10437145188804663
b0584	610254	612494	-1	gene		610254	0	P05825	Ferrienterobactin receptor OS=Escherichia coli (strain K12) GN=fepA PE=1 SV=2	fepA	Cell outer membrane	0.048109849806060034	0.050930802972649625	0.05102414952002727	32.30293188933787	0.0014723500597155744	0.10437063377059512
PM00225	612495	612667	-1	promoter	[b0583, b0584]	612495	0					0.0			32.30293188933787	-8.181174514997334e-07	0.1058429838303107
PM00343	612687	612736	1	promoter	[b4511, b0585, b0586, b0587]	612687	0					0.0			32.30293188933787	-8.181174514997334e-07	0.10584216571285919
b0585	612737	613939	1	gene		612737	0	P13039	Enterochelin esterase OS=Escherichia coli (strain K12) GN=fes PE=1 SV=1	fes	Cytoplasm	0.00039482768838081583	0.00030006348868997997	0.00035381901138204907	32.303326717026245	5.3515887657672015e-05	0.10584134759540768
b4511	613942	614160	1	gene		613942	0	P18393				0.017911945107084437			32.32123866213334	0.000420608527605266	0.10589486348306536
b0586	614157	618038	1	gene		614160	0					0.017911945107084437			32.33915060724043	-8.181174514997334e-07	0.10631547201067063
b0587	618254	619387	1	gene		618254	0	P26266				0.017911945107084437			32.357062552347514	-8.181174514997334e-07	0.10631465389321912
b0588	619384	620199	-1	gene		619387	0	P23878	Ferric enterobactin transport ATP-binding protein FepC OS=Escherichia coli (strain K12) GN=fepC PE=3 SV=2	fepC	Cell inner membrane	0.0007174439922521188	0.0005727738850166719	0.00013824472080718422	32.357779996339765	2.573910134314229e-05	0.10631383577576761
b0589	620196	621188	-1	gene		620199	0	P23877				0.017911945107084437			32.37569194144685	-8.181174514997334e-07	0.10633957487711075
b0590	621185	622189	-1	gene		621188	0	P23876				0.017911945107084437			32.39360388655394	-8.181174514997334e-07	0.10633875675965924
PM00227	622190	622234	-1	promoter	[b0588, b0589, b0590]	622190	0					0.0			32.39360388655394	-8.181174514997334e-07	0.10633793864220774
PM0-4202	622253	622299	1	promoter	[b0591]	622253	0					0.0			32.39360388655394	-8.181174514997334e-07	0.10633712052475623
b0591	622300	623550	1	gene		622300	0	P24077				0.017911945107084437			32.411515831661035	-8.181174514997334e-07	0.10633630240730473
