gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b0827	865129	866364	-1	gene		865129	0	P12281	Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) GN=moeA PE=1 SV=1	moeA	Cytoplasm	0.0384554174505	0.0423967035193	0.0393706664999	110.730908037	96346.1554752
PM0-4427	866365	866394	-1	promoter	[b0826, b0827]	866365	0								10.0	96356.1554752
PM0-9997	866537	866567	1	promoter	[b0832, b0831, b0830, b0829, b0828]	866537	0								10.0	96366.1554752
b0828	866568	867533	1	gene		866568	0								110.730908037	96476.8863833
b0829	867520	869391	1	gene		867533	0	P75796	Glutathione import ATP-binding protein GsiA OS=Escherichia coli (strain K12) GN=gsiA PE=1 SV=3	gsiA	Cell inner membrane	0.000806736385211	0.000815322682715	0.000783650084416	110.730908037	96587.6172913
b0830	869411	870949	1	gene		869411	0	P75797							110.730908037	96698.3481993
b0831	870967	871887	1	gene		870967	0	P75798	Glutathione transport system permease protein gsiC OS=Escherichia coli (strain K12) GN=gsiC PE=1 SV=1	gsiC	Cell inner membrane	0.00405747332099	0.00431402222372	0.00341352062374	110.730908037	96809.0791074
b0832	871890	872801	1	gene		871890	0	P75799							110.730908037	96919.8100154
b0833	872979	875327	1	gene		872979	0	P75800							110.730908037	97030.5409235
b0834	875335	876663	1	gene		875335	0	P75801							110.730908037	97141.2718315
b0835	876710	878035	-1	gene		876710	0	P0AEI4	Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1	rimO	Cytoplasm	0.0238937368952	0.0272557993306	0.0267818291998	110.730908037	97252.0027395
PM0-9998	878036	878070	-1	promoter	[b0835]	878036	0								10.0	97262.0027395
b0836	878248	878631	1	gene		878248	0	P0AAY1							110.730908037	97372.7336476
b0837	878742	879857	1	gene		878742	0	P75804	Soluble aldose sugar dehydrogenase yliI OS=Escherichia coli (strain K12) GN=yliI PE=1 SV=1	yliI	Outer Membrane	6.77135696446e-05	0.000110457071088	8.7056886795e-05	110.730908037	97483.4645556
b0838	879854	880480	-1	gene		879857	0	P0ACA7							110.730908037	97594.1954636
PM0-9999	880481	880519	-1	promoter	[b0838]	880481	0								10.0	97604.1954636
PM0-9218	880653	880726	1	promoter	[b0839]	880653	0								10.0	97614.1954636
b0839	880727	881929	1	gene		880727	0	P08506	D-alanyl-D-alanine carboxypeptidase dacC OS=Escherichia coli (strain K12) GN=dacC PE=1 SV=2	dacC	Cell inner membrane	0.069896393118	0.0714423130157	0.0743389213749	110.730908037	97724.9263717
b0840	881976	882734	-1	gene		881976	0	P0ACK5							110.730908037	97835.6572797
b0841	882792	883388	-1	gene		882792	0	P75806							110.730908037	97946.3881878
PM0-8202	883389	883508	-1	promoter	[b0841]	883389	0								10.0	97956.3881878
PM0-10254	883569	883672	1	promoter	[b0842]	883569	0								10.0	97966.3881878
b0842	883673	884905	1	gene		883673	0	P0AEY8							110.730908037	98077.1190958
b0843	884946	885230	-1	gene		884946	0	P0AAY4							110.730908037	98187.8500038
b0844	885316	886131	-1	gene		885316	0	P75809							110.730908037	98298.5809119
b0845	886131	887339	-1	gene		886131	0	P75810							110.730908037	98409.3118199
b0846	887423	887959	1	gene		887423	0	P75811							110.730908037	98520.0427279
b4417	887976	888054	-1	gene		887976	0								110.730908037	98630.773636
PM0-9587	888058	888057	-1	promoter	[b4417]	888058	1								10.0	98640.773636
b0847	888134	889819	-1	gene		888134	0	P60869	Putative transport protein YbjL OS=Escherichia coli (strain K12) GN=ybjL PE=3 SV=1	ybjL	Cell membrane	7.76680928784e-07	7.81725057611e-07	7.70655426226e-07	110.730908037	98751.504544
b0848	890089	890466	1	gene		890089	0	P64439							110.730908037	98862.2354521
b0849	890496	890753	-1	gene		890496	0								110.730908037	98972.9663601
PM821	890754	890776	-1	promoter	[b0849]	890754	0								10.0	98982.9663601
PM0-2281	890892	890912	1	promoter	[b0853, b0852, b0851, b0850]	890892	0								10.0	98992.9663601
b0850	890913	891200	1	gene		890913	0	P46119							110.730908037	99103.6972681
b0851	891184	891906	1	gene		891200	0	P17117							110.730908037	99214.4281762
PM0-2301	891876	891966	1	promoter	[b0853, b0852]	891906	0								10.0	99224.4281762
b0852	891967	892869	1	gene		891967	0	P0C0U4							110.730908037	99335.1590842
b0853	892957	893433	1	gene		892957	0	P0AAY6							110.730908037	99445.8899922
PM0-9703	893634	893783	1	promoter	[b0857, b0856, b0855, b0854]	893634	0								10.0	99455.8899922
PM0-3541	893736	893783	1	promoter	[b0854, b0855, b0856, b0857]	893783	0								10.0	99465.8899922
b0854	893784	894896	1	gene		893784	0	P31133	Putrescine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=potF PE=1 SV=3	potF	Periplasm	0.205184523511	0.204814008146	0.207186201619	110.730908037	99576.6209003
b0855	894991	896124	1	gene		894991	0	P31134	Putrescine transport ATP-binding protein PotG OS=Escherichia coli (strain K12) GN=potG PE=3 SV=2	potG	Cell inner membrane	0.00303371028077	0.00325269882451	0.00292590461175	110.730908037	99687.3518083
b0856	896134	897087	1	gene		896134	0	P31135							110.730908037	99798.0827164
b0857	897084	897929	1	gene		897087	0	P0AFL1							110.730908037	99908.8136244
b0858	897989	898477	1	gene		897989	0	P0AAZ0							110.730908037	100019.544532
b0859	898518	899645	1	gene		898518	0	P75817							110.730908037	100130.27544
b0860	899844	900575	-1	gene		899844	0	P30860	ABC transporter arginine-binding protein 1 OS=Escherichia coli (strain K12) GN=artJ PE=1 SV=2	artJ	Periplasm	0.416432003937	0.415141296179	0.46583592153	110.730908037	100241.006348
PM0-8542	900576	900626	-1	promoter	[b0860]	900576	0								10.0	100251.006348
b0861	900866	901534	-1	gene		900866	0	P0AE30							110.730908037	100361.737257
b0862	901534	902250	-1	gene		901534	0	P0AE34							110.730908037	100472.468165
b0863	902257	902988	-1	gene		902257	0	P30859	Putative ABC transporter arginine-binding protein 2 OS=Escherichia coli (strain K12) GN=artI PE=1 SV=3	artI	Periplasm	0.0807530680513	0.0860523974958	0.0879623718188	110.730908037	100583.199073
b0864	903006	903734	-1	gene		903006	0	P0AAF6	Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1	artP	Cell inner membrane	0.0276789030635	0.026367761479	0.0260396643221	110.730908037	100693.929981
PM0-10203	903735	903843	-1	promoter	[b0861, b0862, b0863, b0864]	903735	0								10.0	100703.929981
b0865	903952	904467	-1	gene		903952	0	P75818	Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1	ybjP	Cell membrane	0.042067954396	0.0423026160483	0.0468584118553	110.730908037	100814.660889
PM0-8581	904468	904523	-1	promoter	[b0865]	904468	0								10.0	100824.660889
PM0-10000	904517	904592	1	promoter	[b0867, b0866]	904523	0								10.0	100834.660889
b0866	904593	904916	1	gene		904593	0	P0A8C1							110.730908037	100945.391797
b0867	904913	905743	1	gene		904916	0	P75820	N-acetylmuramoyl-L-alanine amidase AmiD OS=Escherichia coli (strain K12) GN=amiD PE=1 SV=1	amiD	Cell outer membrane	0.00285233182134	0.00230876622923	0.00280379797986	110.730908037	101056.122705
b0868	905740	906753	-1	gene		905743	0	P75821							110.730908037	101166.853613
b0869	906852	908282	-1	gene		906852	0	P75822							110.730908037	101277.584521
b0870	908293	909294	-1	gene		908293	0	P75823							110.730908037	101388.315429
PM0-10001	909295	909320	-1	promoter	[b0869, b0870]	909295	0								10.0	101398.315429
b0871	909331	911049	-1	gene		909331	0	P07003	Pyruvate dehydrogenase [ubiquinone] OS=Escherichia coli (strain K12) GN=poxB PE=1 SV=1	poxB	Cell membrane	0.0264314236323	0.0265042690198	0.0303941509402	110.730908037	101509.046337
PM641	911050	911076	-1	promoter	[b0871]	911050	0								10.0	101519.046337
b0872	911182	912150	-1	gene		911182	0	P75824							110.730908037	101629.777245
b0873	912162	913814	-1	gene		912162	0	P75825							110.730908037	101740.508153
PM0-7361	913815	913845	-1	promoter	[b0871, b0872, b0873]	913815	0								10.0	101750.508153
PM0-9692	913815	914129	-1	promoter	[b0872, b0873]	913845	0								10.0	101760.508153
b0874	913958	914857	-1	gene		914129	0	P75826							110.730908037	101871.239061
PM0-46346	914858	914895	-1	promoter	[b0874]	914858	0								10.0	101881.239061
b0875	915352	916047	-1	gene		915352	0	P60844							110.730908037	101991.969969
b0876	916473	918131	1	gene		916473	0	P75828							110.730908037	102102.700877
b0877	918128	919120	-1	gene		918131	0	P75829							110.730908037	102213.431785
PM0-10002	919104	919120	-1	promoter	[b0877]	919120	0								10.0	102223.431785
b0878	919235	920350	1	gene		919235	0	P75830	Macrolide-specific efflux protein macA OS=Escherichia coli (strain K12) GN=macA PE=1 SV=2	macA	Cell inner membrane	0.00224527693285	0.00217611492821	0.00217404490015	110.730908037	102334.162693
b0879	920347	922293	1	gene		920350	0	P75831							110.730908037	102444.893601
b0880	922366	922590	-1	gene		922366	0	P0A968	Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1	cspD	Cytoplasm	0.0181650242529	0.0164567900913	0.016413022565	110.730908037	102555.624509
PM00597	922591	922676	-1	promoter	[b0880]	922591	0								10.0	102565.624509
b0881	922913	923233	1	gene		922913	0	P0A8Q6							110.730908037	102676.355417
PM00594	923080	923263	1	promoter	[b0882]	923233	0								10.0	102686.355417
b0882	923264	925540	1	gene		923264	0	P0ABH9							110.730908037	102797.086325
b0883	925884	925971	-1	gene		925884	0								110.730908037	102907.817233
PM00663	925972	926007	-1	promoter	[b0883]	925972	0								10.0	102917.817233
b0884	926225	926443	-1	gene		926225	0	P69222	Translation initiation factor IF-1 OS=Escherichia coli (strain K12) GN=infA PE=1 SV=2	infA	Cytoplasm	0.0526773937909	0.0614011823739	0.0628762064954	110.730908037	103028.548141
PM-8773	926444	926685	-1	promoter	[b0884]	926444	0								10.0	103038.548141
b0885	926728	927432	-1	gene		926728	0	P0A8P1							110.730908037	103149.279049
b0886	927474	929195	-1	gene		927474	0	P23886	ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) GN=cydC PE=3 SV=2	cydC	Cell inner membrane	0.00853792586461	0.00789325064344	0.00802253404686	110.730908037	103260.009957
b0887	929196	930962	-1	gene		929196	0	P29018	ATP-binding/permease protein CydD OS=Escherichia coli (strain K12) GN=cydD PE=1 SV=3	cydD	Cell inner membrane	0.00649147450324	0.00661906656822	0.00465236444351	110.730908037	103370.740865
PM961	930963	931031	-1	promoter	[b0886, b0887]	930963	0								10.0	103380.740865
b0888	931085	932050	-1	gene		931085	0	P0A9P4	Thioredoxin reductase OS=Escherichia coli (strain K12) GN=trxB PE=1 SV=2	trxB	Cytoplasm	0.254916042379	0.245803672938	0.267812574035	110.730908037	103491.471774
PM0-10003	932051	932078	-1	promoter	[b0888]	932051	0								10.0	103501.471774
PM00252	932328	932594	1	promoter	[b0889]	932328	0								10.0	103511.471774
b0889	932595	933089	1	gene		932595	0	P0ACJ0							110.730908037	103622.202682
PM0-9681	932929	933223	1	promoter	[b0890]	933089	0								10.0	103632.202682
b0890	933224	937213	1	gene		933224	0	P46889	DNA translocase ftsK OS=Escherichia coli (strain K12) GN=ftsK PE=1 SV=2	ftsK	Cell inner membrane	0.00741951675144	0.00802041808956	0.00829747917114	110.730908037	103742.93359
PM0-46189	937328	937371	1	promoter	[b0892, b0891]	937328	0								10.0	103752.93359
b0891	937372	937983	1	gene		937372	0	P61316	Outer-membrane lipoprotein carrier protein OS=Escherichia coli (strain K12) GN=lolA PE=1 SV=1	lolA	Periplasm	0.0267151018165	0.0263488083184	0.0291530721559	110.730908037	103863.664498
b0892	937994	939337	1	gene		937994	0	P0AAZ4							110.730908037	103974.395406
PM0-10004	939365	939427	1	promoter	[b0893]	939365	0								10.0	103984.395406
b0893	939428	940720	1	gene		939428	0	P0A8L1	Seryl-tRNA synthetase OS=Escherichia coli (strain K12) GN=serS PE=1 SV=1	serS	Cytoplasm	0.200109348853	0.212116509326	0.203006948855	110.730908037	104095.126314
PM00026	940823	940958	1	promoter	[b0894, b0895, b0896]	940823	0								10.0	104105.126314
PM0-1282	940878	940958	1	promoter	[b0896, b0895, b0894]	940958	0								10.0	104115.126314
b0894	940959	943403	1	gene		940959	0	P18775	Anaerobic dimethyl sulfoxide reductase chain A OS=Escherichia coli (strain K12) GN=dmsA PE=1 SV=2	dmsA	Cell membrane	0.000217836335378	0.000209140891185	0.000162882416012	110.730908037	104225.857222
b0895	943414	944031	1	gene		943414	0	P18776							110.730908037	104336.58813
b0896	944033	944896	1	gene		944033	0	P18777							110.730908037	104447.319038
b0897	944931	945557	-1	gene		944931	0	P21367	Uncharacterized protein ycaC OS=Escherichia coli (strain K12) GN=ycaC PE=1 SV=1	ycaC	Cytoplasm	0.0721514863907	0.0658986161199	0.0758105131153	110.730908037	104558.049946
b0898	945871	947019	1	gene		945871	0	P21503							110.730908037	104668.780854
b0899	947229	948659	1	gene		947229	0	P75835							110.730908037	104779.511762
b0900	948660	949568	-1	gene		948660	0	P75836							110.730908037	104890.24267
b0901	949668	950258	1	gene		949668	0	P43340							110.730908037	105000.973578
b0902	950340	951080	-1	gene		950340	0	P0A9N4	Pyruvate formate-lyase 1-activating enzyme OS=Escherichia coli (strain K12) GN=pflA PE=1 SV=2	pflA	Cytoplasm	0.00791341818143	0.00915634229146	0.00884448211649	110.730908037	105111.704486
PM0-46334	951081	951154	-1	promoter	[b0902]	951081	0								10.0	105121.704486
b0903	951272	953554	-1	gene		951272	0	P09373	Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2	pflB	Cytoplasm	0.653570778369	0.68183354699	0.648572665361	110.730908037	105232.435394
PM00522	953555	953925	-1	promoter	[b0903]	953555	0								10.0	105242.435394
b0904	953609	954466	-1	gene		953925	0	P0AC23	Probable formate transporter 1 OS=Escherichia coli (strain K12) GN=focA PE=1 SV=1	focA	Cell inner membrane	0.00133598068625	0.00132971316007	0.00169269635929	110.730908037	105353.166302
PM00354	954467	954814	-1	promoter	[b0903, b0904]	954467	0								10.0	105363.166302
b0905	954872	956632	-1	gene		954872	0	P75838							110.730908037	105473.89721
b0906	956762	957454	1	gene		956762	0	P75839	UPF0702 transmembrane protein ycaP OS=Escherichia coli (strain K12) GN=ycaP PE=3 SV=1	ycaP	Cell membrane	0.000189636124074	0.000279953119742	0.000186983749136	110.730908037	105584.628118
PM0-46323	957579	957652	1	promoter	[b0907]	957579	0								10.0	105594.628118
b0907	957653	958741	1	gene		957653	0	P23721	Phosphoserine aminotransferase OS=Escherichia coli (strain K12) GN=serC PE=1 SV=4	serC	Cytoplasm	1.23795146314	1.19771558869	1.15193857137	110.730908037	105705.359026
b0908	958812	960095	1	gene		958812	0	P0A6D3	3-phosphoshikimate 1-carboxyvinyltransferase OS=Escherichia coli (strain K12) GN=aroA PE=1 SV=1	aroA	Cytoplasm	0.152366471094	0.168247653623	0.15724679072	110.730908037	105816.089934
b0909	960264	961028	1	gene		960264	0	P43674							110.730908037	105926.820842
PM442	961165	961200	1	promoter	[b0911, b0910]	961165	0								10.0	105936.820842
b0910	961201	961884	1	gene		961201	0	P0A6I0	Cytidylate kinase OS=Escherichia coli (strain K12) GN=cmk PE=1 SV=1	cmk	Cytoplasm	0.0371352753289	0.0412202696832	0.0389942241739	110.730908037	106047.55175
PM664	961717	961994	1	promoter	[b0912, b0911]	961884	0								10.0	106057.55175
b0911	961995	963668	1	gene		961995	0	P0AG67	30S ribosomal protein S1 OS=Escherichia coli (strain K12) GN=rpsA PE=1 SV=1	rpsA	Cytoplasm	2.37187142916	2.43187227603	2.41452626443	110.730908037	106168.282658
PM00242	963749	963827	1	promoter	[b0912]	963749	0								10.0	106178.282658
b0912	963828	964112	1	gene		963828	0	P0A6Y1	Integration host factor subunit beta OS=Escherichia coli (strain K12) GN=ihfB PE=1 SV=1	ihfB	Cytoplasm	0.0984664623097	0.0945779544637	0.0933002882924	110.730908037	106289.013566
b0913	964320	966584	1	gene		964320	0	P37443							110.730908037	106399.744474
b0914	966621	968369	1	gene		966621	0	P60752	Lipid A export ATP-binding/permease protein MsbA OS=Escherichia coli (strain K12) GN=msbA PE=1 SV=1	msbA	Cell inner membrane	0.0162078713989	0.0170694972493	0.0135606067337	110.730908037	106510.475383
b0915	968366	969352	1	gene		968369	0	P27300	Tetraacyldisaccharide 4'-kinase OS=Escherichia coli (strain K12) GN=lpxK PE=1 SV=2	lpxK	Cell inner membrane	0.000859962099487	0.000844565367231	0.000847356877734	110.730908037	106621.206291
b0916	969389	970621	1	gene		969389	0	P75843							110.730908037	106731.937199
PM0-9538	970642	970672	1	promoter	[b0918, b0917]	970642	0								10.0	106741.937199
b0917	970673	970855	1	gene		970673	0	P0AAZ7							110.730908037	106852.668107
b0918	970852	971598	1	gene		970855	0	P04951	3-deoxy-manno-octulosonate cytidylyltransferase OS=Escherichia coli (strain K12) GN=kdsB PE=1 SV=2	kdsB	Cytoplasm	0.0252814420773	0.0249878526748	0.023822960557	110.730908037	106963.399015
PM0-10006	971672	971751	1	promoter	[b0919]	971672	0								10.0	106973.399015
b0919	971752	972645	1	gene		971752	0	P0AB03							110.730908037	107084.129923
b0920	972622	973401	-1	gene		972645	0	P0AB01							110.730908037	107194.860831
PM341	973404	973536	1	promoter	[b0924, b0923, b0922, b0921]	973404	0								10.0	107204.860831
b0921	973537	974322	1	gene		973537	0	P36566							110.730908037	107315.591739
b0922	974319	975641	1	gene		974322	0	P60293	Chromosome partition protein mukF OS=Escherichia coli (strain K12) GN=mukF PE=1 SV=1	mukF	Cytoplasm	0.00451440801284	0.00477754220325	0.00436479674838	110.730908037	107426.322647
b0923	975622	976326	1	gene		975641	0	P22524	Chromosome partition protein mukE OS=Escherichia coli (strain K12) GN=mukE PE=1 SV=5	mukE	Cytoplasm	0.0145764034822	0.0164846019306	0.0151880346748	110.730908037	107537.053555
b0924	976326	980786	1	gene		976326	0	P22523	Chromosome partition protein mukB OS=Escherichia coli (strain K12) GN=mukB PE=1 SV=2	mukB	Cytoplasm	0.0462309946121	0.0570146886516	0.0561256838097	110.730908037	107647.784463
PM0-10007	980931	981046	1	promoter	[b0925]	980931	0								10.0	107657.784463
b0925	981047	982894	1	gene		981047	0	P22525							110.730908037	107768.515371
PM0-10008	983023	983074	1	promoter	[b0927, b0926]	983023	0								10.0	107778.515371
b0926	983075	983623	1	gene		983075	0	P0AB06							110.730908037	107889.246279
b0927	983650	984297	1	gene		983650	0	P75849							110.730908037	107999.977187
b0928	984519	985709	-1	gene		984519	0	P00509	Aspartate aminotransferase OS=Escherichia coli (strain K12) GN=aspC PE=1 SV=1	aspC	Cytoplasm	0.543903013872	0.504858536717	0.487990721605	110.730908037	108110.708095
PM00356	985710	985743	-1	promoter	[b0928]	985710	0								10.0	108120.708095
b0929	985894	986982	-1	gene		985894	0	P02931	Outer membrane protein F OS=Escherichia coli (strain K12) GN=ompF PE=1 SV=1	ompF	Cell outer membrane	1.66565783446	1.56451236422	1.56699395525	110.730908037	108231.439003
