gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbudance
PM0-8342	1251003	1251065	1	promoter	[b1201]	1251003	0						5809958.571344681	42894014628.14077
b1201	1251066	1252985	1	gene		1251066	0	P76016					5809958.571344681	42899824586.71211
b1202	1253085	1255952	-1	gene		1253085	0	P76017					5809958.571344681	42905634545.283455
b1203	1256721	1257812	-1	gene		1256721	0	P0ABU2	GTP-dependent nucleic acid-binding protein engD OS=Escherichia coli (strain K12) GN=engD PE=1 SV=2	engD	39624.25951	3221.3094346069092	127642000.99887556	43033276546.28233
PM0-1962	1257813	1257882	-1	promoter	[b1203]	1257813	0						5809958.571344681	43039086504.853676
b1204	1257929	1258513	-1	gene		1257929	0	P0A7D1	Peptidyl-tRNA hydrolase OS=Escherichia coli (strain K12) GN=pth PE=1 SV=1	pth	21051.07365	606.2244135003849	12761674.777024657	43051848179.6307
PM0-1961	1258514	1258542	-1	promoter	[b1203, b1204]	1258514	0						5809958.571344681	43057658138.20204
PM0-9651	1258738	1258790	1	promoter	[b1205]	1258738	0						5809958.571344681	43063468096.773384
b1205	1258791	1259069	1	gene		1258791	0	P0AB49					5809958.571344681	43069278055.34473
b1206	1259124	1260803	-1	gene		1259124	0	P0AFR2	Putative sulfate transporter ychM OS=Escherichia coli (strain K12) GN=ychM PE=1 SV=2	ychM	59372.31706	1.2440325738221578	73861.09640593702	43069351916.44113
b1207	1260928	1261875	-1	gene		1260928	0	P0A717	Ribose-phosphate pyrophosphokinase OS=Escherichia coli (strain K12) GN=prs PE=1 SV=2	prs	34178.69451	6185.181491648865	211401428.69197267	43280753345.1331
PM00287	1261876	1262177	-1	promoter	[b1207]	1261876	0						5809958.571344681	43286563303.704445
b1208	1262026	1262877	-1	gene		1262177	0	P62615	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase OS=Escherichia coli (strain K12) GN=ispE PE=1 SV=1	ispE	30887.82837	181.51081234629348	5606474.81905159	43292169778.5235
b1209	1262877	1263500	-1	gene		1262877	0	P61320	Outer-membrane lipoprotein lolB OS=Escherichia coli (strain K12) GN=lolB PE=1 SV=1	lolB	23517.96895	270.179183043136	6354065.637744838	43298523844.16124
PM0-8703	1263501	1263556	-1	promoter	[b1207, b1208, b1209]	1263501	0						5809958.571344681	43304333802.73258
PM00366	1263583	1263713	1	promoter	[b1210]	1263583	0						5809958.571344681	43310143761.303925
PM00367	1263676	1263713	1	promoter	[b1212, b1211, b1210]	1263713	0						5809958.571344681	43315953719.87527
b1210	1263714	1264970	1	gene		1263714	0	P0A6X1	Glutamyl-tRNA reductase OS=Escherichia coli (strain K12) GN=hemA PE=1 SV=1	hemA	46260.11892	0.9144020545684675	42300.34778502963	43315996020.22305
b1211	1265012	1266094	1	gene		1265012	0	P0A7I0	Peptide chain release factor 1 OS=Escherichia coli (strain K12) GN=prfA PE=1 SV=1	prfA	40474.19405	157.6276962217987	6379853.964535532	43322375874.18759
b1212	1266094	1266927	1	gene		1266094	0	P0ACC1					5809958.571344681	43328185832.758934
PM383	1266899	1266923	1	promoter	[b1215, b1214, b1213]	1266927	1						5809958.571344681	43333995791.33028
b1213	1266924	1267316	1	gene		1266927	0	Q46755					5809958.571344681	43339805749.90162
b1214	1267320	1268129	1	gene		1267320	0	P0AGM5					5809958.571344681	43345615708.47296
PM384	1267854	1268164	1	promoter	[b1215]	1268129	0						5809958.571344681	43351425667.044304
b1215	1268165	1269019	1	gene		1268165	0	P0A715	2-dehydro-3-deoxyphosphooctonate aldolase OS=Escherichia coli (strain K12) GN=kdsA PE=1 SV=1	kdsA	30794.90121	2482.3469589214924	76443629.3689313	43427869296.41324
b4419	1269168	1269275	-1	gene		1269168	0	Q6BF86					5809958.571344681	43433679254.98458
b4420	1269323	1269389	1	gene		1269323	0						5809958.571344681	43439489213.55592
b4421	1269703	1269810	-1	gene		1269703	0	Q6BF87					5809958.571344681	43445299172.127266
b4422	1269858	1269923	1	gene		1269858	0						5809958.571344681	43451109130.69861
b4423	1270238	1270345	-1	gene		1270238	0	Q6BF86					5809958.571344681	43456919089.26995
b4424	1270393	1270460	1	gene		1270393	0						5809958.571344681	43462729047.84129
b1216	1270749	1271849	-1	gene		1270749	0	P31801					5809958.571344681	43468539006.412636
b1217	1272119	1272349	1	gene		1272119	0	P0AE63	Cation transport regulator ChaB OS=Escherichia coli (strain K12) GN=chaB PE=1 SV=1	chaB	8921.34967	11.652408081368426	103955.20699142154	43468642961.61963
PM0-9702	1272422	1272506	1	promoter	[b1218]	1272422	0						5809958.571344681	43474452920.19097
b1218	1272507	1273202	1	gene		1272507	0	P39163					5809958.571344681	43480262878.762314
b1219	1273246	1273599	-1	gene		1273246	0	P0AB52	Protein ychN OS=Escherichia coli (strain K12) GN=ychN PE=1 SV=1	ychN	12666.68706	1551.8960562631908	19657381.69433399	43499920260.45665
PM0-9127	1273760	1273783	1	promoter	[b1220]	1273760	0						5809958.571344681	43505730219.02799
b1220	1273784	1275178	1	gene		1273784	0	P39165					5809958.571344681	43511540177.599335
b1221	1275179	1275829	-1	gene		1275179	0						5809958.571344681	43517350136.17068
b1222	1275822	1277618	-1	gene		1275829	0	P0AFA2					5809958.571344681	43523160094.74202
PM00214	1277619	1277777	-1	promoter	[b1221, b1222]	1277619	0						5809958.571344681	43528970053.31336
PM0-8704	1277821	1277956	1	promoter	[b1223]	1277821	0						5809958.571344681	43534780011.884705
b1223	1277957	1279348	1	gene		1277957	0	P10903					5809958.571344681	43540589970.45605
PM00060	1279807	1279863	1	promoter	[b1224, b1225, b1226, b1227]	1279807	0						5809958.571344681	43546399929.02739
b1224	1279864	1283607	1	gene		1279864	0	P09152	Respiratory nitrate reductase 1 alpha chain OS=Escherichia coli (strain K12) GN=narG PE=1 SV=4	narG	140382.5073	0.26553013509130946	37275.78612782573	43546437204.813515
b1225	1283604	1285142	1	gene		1283607	0	P11349	Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) GN=narH PE=1 SV=3	narH	58010.79932	3.541736072663382	205458.9405556804	43546642663.754074
b1226	1285139	1285849	1	gene		1285142	0	P0AF26	Nitrate reductase molybdenum cofactor assembly chaperone NarJ OS=Escherichia coli (strain K12) GN=narJ PE=1 SV=1	narJ	26414.47486	0.005945269504646078	157.04117186639846	43546642820.79524
b1227	1285849	1286526	1	gene		1285849	0	P11350					5809958.571344681	43552452779.366585
b4425	1287066	1287236	-1	gene		1287066	0						5809958.571344681	43558262737.93793
b1229	1287087	1287176	-1	gene		1287236	1	P02338					5809958.571344681	43564072696.50927
b1230	1287244	1287328	-1	gene		1287244	0						5809958.571344681	43569882655.08061
b1231	1287538	1287622	-1	gene		1287538	0						5809958.571344681	43575692613.651955
PM00666	1287623	1287665	-1	promoter	[b1229, b1230, b1231]	1287623	0						5809958.571344681	43581502572.2233
b1232	1287782	1288624	-1	gene		1287782	0	P37051	Formyltetrahydrofolate deformylase OS=Escherichia coli (strain K12) GN=purU PE=1 SV=1	purU	31896.52381	1735.4412823413595	55354544.183058105	43636857116.40636
b1233	1288674	1289132	-1	gene		1288674	0	P37052	UPF0225 protein ychJ OS=Escherichia coli (strain K12) GN=ychJ PE=1 SV=2	ychJ	16960.9477	6.391784916973136	108410.7296864302	43636965527.13604
PM0-8749	1289106	1289244	1	promoter	[b1235, b1234]	1289132	0						5809958.571344681	43642775485.70738
PM0-10027	1289133	1289177	-1	promoter	[b1233]	1289244	1						5809958.571344681	43648585444.278725
b1234	1289245	1290150	1	gene		1289245	0	P0AFR0					5809958.571344681	43654395402.85007
PM0-8746	1290220	1290241	1	promoter	[b1235]	1290220	0						5809958.571344681	43660205361.42141
b1235	1290242	1291255	1	gene		1290242	0						5809958.571344681	43666015319.99275
PM0-7781	1291405	1291456	1	promoter	[b1236]	1291405	0						5809958.571344681	43671825278.564095
b1236	1291457	1292365	1	gene		1291457	0	P0AEP3	UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) GN=galU PE=1 SV=2	galU	32902.99162	2233.0070189189732	73472611.23089217	43745297889.79498
b1237	1292509	1292922	-1	gene		1292509	0	P0ACF8	DNA-binding protein H-NS OS=Escherichia coli (strain K12) GN=hns PE=1 SV=2	hns	15512.02414	20993.527419383816	325652104.1132336	44070949993.90822
PM00191	1292923	1292958	-1	promoter	[b1237]	1292923	0						5809958.571344681	44076759952.47956
b1238	1293527	1294144	1	gene		1293527	0	P23331	Thymidine kinase OS=Escherichia coli (strain K12) GN=tdk PE=3 SV=1	tdk	23423.6654	112.29442939691616	2630347.140477288	44079390299.62004
b4573	1294426	1295322	-1	gene		1294426	0						5809958.571344681	44085200258.19138
b1241	1295446	1298121	-1	gene		1295446	0	P0A9Q7	Aldehyde-alcohol dehydrogenase OS=Escherichia coli (strain K12) GN=adhE PE=1 SV=2	adhE	96048.64958	2852.6614171109763	273994276.82247835	44359194535.01386
PM00279	1298122	1298413	-1	promoter	[b1241]	1298122	0						5809958.571344681	44365004493.585205
b1242	1298598	1299245	1	gene		1298598	0	P25743					5809958.571344681	44370814452.15655
PM00306	1301085	1301181	1	promoter	[b1243, b1244, b1245, b1246, b1247]	1301085	0						5809958.571344681	44376624410.72789
b1243	1301182	1302813	1	gene		1301182	0	P23843	Periplasmic oligopeptide-binding protein OS=Escherichia coli (strain K12) GN=oppA PE=1 SV=2	oppA	60842.91364	20761.12054947507	1263167064.661341	45639791475.38923
b1244	1302899	1303819	1	gene		1302899	0	P0AFH2	Oligopeptide transport system permease protein oppB OS=Escherichia coli (strain K12) GN=oppB PE=1 SV=1	oppB	33403.19892	174.14406401688154	5816968.811093109	45645608444.200325
b1245	1303834	1304742	1	gene		1303834	0	P0AFH6	Oligopeptide transport system permease protein oppC OS=Escherichia coli (strain K12) GN=oppC PE=1 SV=1	oppC	32982.33712	447.17825050820335	14748983.810993373	45660357428.01132
b1246	1304754	1305767	1	gene		1304754	0	P76027	Oligopeptide transport ATP-binding protein OppD OS=Escherichia coli (strain K12) GN=oppD PE=3 SV=2	oppD	37145.94441	493.5471616627815	18333275.43083896	45678690703.44216
b1247	1305764	1306768	1	gene		1305767	0	P77737	Oligopeptide transport ATP-binding protein OppF OS=Escherichia coli (strain K12) GN=oppF PE=3 SV=1	oppF	37155.62253	262.9369837782286	9769587.318440594	45688460290.760605
b1248	1306821	1307150	-1	gene		1306821	0	P0A8L7					5809958.571344681	45694270249.33195
b1249	1307185	1308645	-1	gene		1307185	0	P0A6H8	Cardiolipin synthase OS=Escherichia coli (strain K12) GN=cls PE=1 SV=1	cls	54768.54586	6.537991075687007	358076.26406103454	45694628325.59601
PM1023	1308646	1308673	-1	promoter	[b1248, b1249]	1308646	0						5809958.571344681	45700438284.16735
b4595	1308788	1308961	1	gene		1308788	0	A5A613					5809958.571344681	45706248242.73869
b1250	1309016	1310269	-1	gene		1309016	0	P31069	Putative potassium channel protein OS=Escherichia coli (strain K12) GN=kch PE=1 SV=1	kch	46015.20671	21.90883270073118	1008139.4654989527	45707256382.20419
b1251	1310569	1310865	-1	gene		1310569	0	P0AB55	Protein yciI OS=Escherichia coli (strain K12) GN=yciI PE=1 SV=1	yciI	10577.40472	1046.6283599154958	11070611.754256025	45718326993.95845
PM0-10028	1310866	1310892	-1	promoter	[b1251]	1310866	0						5809958.571344681	45724136952.52979
PM00229	1311054	1311088	1	promoter	[b1252]	1311054	0						5809958.571344681	45729946911.101135
b1252	1311089	1311808	1	gene		1311089	0	P02929	Protein tonB OS=Escherichia coli (strain K12) GN=tonB PE=1 SV=2	tonB	26059.99904	120.21715543540228	3132858.955238114	45733079770.05637
b1253	1311848	1312246	-1	gene		1311848	0	P0A8Z0	Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) GN=yciA PE=3 SV=1	yciA	14203.3308	157.80983629297904	2241425.308363027	45735321195.36474
b1254	1312351	1312890	-1	gene		1312351	0	P0A710					5809958.571344681	45741131153.93608
b1255	1312920	1313663	-1	gene		1312920	0	P21365					5809958.571344681	45746941112.50742
PM0-36156	1313664	1313698	-1	promoter	[b1255, b1254]	1313664	0						5809958.571344681	45752751071.078766
PM0-9249	1313991	1314019	1	promoter	[b1256]	1313991	0						5809958.571344681	45758561029.65011
b1256	1314020	1314658	1	gene		1314020	0	P0A915	Outer membrane protein W OS=Escherichia coli (strain K12) GN=ompW PE=1 SV=1	ompW	22895.28127	9.644920143706464	220823.15951684833	45758781852.80962
b1257	1314718	1315224	-1	gene		1314718	0	P21363	Protein yciE OS=Escherichia coli (strain K12) GN=yciE PE=1 SV=1	yciE	18931.47424	2.111892919017111	39981.24639401084	45758821834.056015
PM0-36155	1315225	1315396	-1	promoter	[b1257]	1315225	0						5809958.571344681	45764631792.62736
b1258	1315270	1315770	-1	gene		1315396	0	P21362	Protein yciF OS=Escherichia coli (strain K12) GN=yciF PE=1 SV=1	yciF	18567.66099	15.660476200230116	290778.4130278362	45764922571.04038
b1259	1315856	1316035	-1	gene		1315856	0	P21361					5809958.571344681	45770732529.611725
PM0-9320	1316036	1316092	-1	promoter	[b1257, b1258, b1259]	1316036	0						5809958.571344681	45776542488.18307
b1260	1316416	1317222	-1	gene		1316416	0	P0A877	Tryptophan synthase alpha chain OS=Escherichia coli (strain K12) GN=trpA PE=1 SV=1	trpA	28688.02998	4478.874320227512	128490080.77533898	45905032568.958405
b1261	1317222	1318415	-1	gene		1317222	0	P0A879	Tryptophan synthase beta chain OS=Escherichia coli (strain K12) GN=trpB PE=1 SV=2	trpB	42937.58854	3473.4427081332933	149141253.81909063	46054173822.7775
b1262	1318427	1319788	-1	gene		1318427	0	P00909	Tryptophan biosynthesis protein trpCF OS=Escherichia coli (strain K12) GN=trpC PE=1 SV=3	trpC	49312.34103	620.1346614036902	30580291.90766235	46084754114.68516
PM00368	1319789	1319944	-1	promoter	[b1260, b1261, b1262]	1319789	0						5809958.571344681	46090564073.2565
b1263	1319789	1321384	-1	gene		1319944	0	P00904	Anthranilate synthase component II OS=Escherichia coli (strain K12) GN=trpD PE=1 SV=3	trpD	56816.25068	630.1340782639327	35801855.75265434	46126365929.009155
b1264	1321384	1322946	-1	gene		1321384	0	P00895	Anthranilate synthase component 1 OS=Escherichia coli (strain K12) GN=trpE PE=1 SV=2	trpE	57440.09143	581.2209597281717	33385385.06781853	46159751314.07697
b1265	1323038	1323082	-1	gene		1323038	0	P0AD92					5809958.571344681	46165561272.648315
PM00094	1323083	1323108	-1	promoter	[b1260, b1261, b1262, b1263, b1264, b1265]	1323083	0						5809958.571344681	46171371231.21966
PM0-10029	1323188	1323219	1	promoter	[b1268, b1267, b1266]	1323188	0						5809958.571344681	46177181189.791
b1266	1323220	1324101	1	gene		1323220	0	P77766					5809958.571344681	46182991148.36234
b1267	1324098	1324718	1	gene		1324101	0	P0AFR4	Uncharacterized protein yciO OS=Escherichia coli (strain K12) GN=yciO PE=1 SV=1	yciO	23178.95771	519.502963978671	12041537.232281268	46195032685.59463
b1268	1324746	1326641	1	gene		1324746	0	P45848					5809958.571344681	46200842644.16597
b1269	1326852	1327727	1	gene		1326852	0	P37765	Ribosomal large subunit pseudouridine synthase B OS=Escherichia coli (strain K12) GN=rluB PE=1 SV=2	rluB	32673.39599	112.26047187493786	3667930.8515941026	46204510575.01756
b1270	1327767	1328357	-1	gene		1327767	0	P0A9H5	Cob(I)yrinic acid a,c-diamide adenosyltransferase OS=Escherichia coli (strain K12) GN=btuR PE=3 SV=1	btuR	21967.13764	214.67817639979367	4715865.049278467	46209226440.06684
b1271	1328354	1329112	-1	gene		1328357	0	P31808	Uncharacterized oxidoreductase yciK OS=Escherichia coli (strain K12) GN=yciK PE=1 SV=3	yciK	27897.0141	166.5524044667842	4646314.775798782	46213872754.842636
PM0-1121	1329284	1329331	1	promoter	[b1272]	1329284	0						5809958.571344681	46219682713.41398
b1272	1329332	1330381	1	gene		1329332	0	P0AG14	Probable protease sohB OS=Escherichia coli (strain K12) GN=sohB PE=1 SV=1	sohB	39323.69358	448.8098123348435	17648859.53595269	46237331572.94993
b1273	1330417	1330668	-1	gene		1330417	0	P0AB61	Protein yciN OS=Escherichia coli (strain K12) GN=yciN PE=1 SV=1	yciN	9361.79711	519.9230583789898	4867414.185354788	46242198987.135284
PM00551	1330789	1331047	1	promoter	[b1274]	1330789	0						5809958.571344681	46248008945.70663
b1274	1331048	1333645	1	gene		1331048	0	P06612	DNA topoisomerase 1 OS=Escherichia coli (strain K12) GN=topA PE=1 SV=2	topA	97270.30707	245.51343273101608	23881166.99155572	46271890112.69818
PM00106	1333788	1333854	1	promoter	[b1275]	1333788	0						5809958.571344681	46277700071.26952
b1275	1333855	1334829	1	gene		1333855	0	P0A9F3	HTH-type transcriptional regulator CysB OS=Escherichia coli (strain K12) GN=cysB PE=3 SV=1	cysB	36109.85116	482.3139832724308	17416286.148354206	46295116357.41788
PM0-46351	1335090	1335123	1	promoter	[b4523, b4522]	1335090	0						5809958.571344681	46300926315.98922
b4522	1335124	1335288	1	gene		1335124	0	P0CB62					5809958.571344681	46306736274.56056
b4523	1335291	1335458	1	gene		1335291	0	P58094					5809958.571344681	46312546233.131905
PM261	1335424	1335830	1	promoter	[b1276]	1335458	0						5809958.571344681	46318356191.70325
b1276	1335831	1338506	1	gene		1335831	0	P25516	Aconitate hydratase 1 OS=Escherichia coli (strain K12) GN=acnA PE=1 SV=3	acnA	97597.74141	183.14043792353297	17874093.102175128	46336230284.80542
b1277	1338570	1339160	-1	gene		1338570	0	P0A7I7	GTP cyclohydrolase-2 OS=Escherichia coli (strain K12) GN=ribA PE=1 SV=1	ribA	21804.17238	195.94154777256307	4272343.28403697	46340502628.089455
PM194	1339161	1339234	-1	promoter	[b1277]	1339161	0						5809958.571344681	46346312586.6608
PM0-46326	1339309	1339329	1	promoter	[b1278]	1339309	0						5809958.571344681	46352122545.23214
b1278	1339330	1340094	1	gene		1339330	0	P0A924					5809958.571344681	46357932503.80348
PM0-9725	1340135	1340242	1	promoter	[b1280, b1279]	1340135	0						5809958.571344681	46363742462.374825
b1279	1340243	1340551	1	gene		1340243	0	P0ACV4					5809958.571344681	46369552420.94617
b1280	1340558	1341727	1	gene		1340558	0	P0AB58					5809958.571344681	46375362379.51751
PM00369	1341870	1341920	1	promoter	[b1282, b1281]	1341870	0						5809958.571344681	46381172338.08885
b1281	1341921	1342658	1	gene		1341921	0	P08244	Orotidine 5'-phosphate decarboxylase OS=Escherichia coli (strain K12) GN=pyrF PE=1 SV=1	pyrF	26315.46192	1561.35424693306	41087758.22879722	46422260096.31765
b1282	1342658	1342984	1	gene		1342658	0	P08245	Uncharacterized protein yciH OS=Escherichia coli (strain K12) GN=yciH PE=1 SV=1	yciH	11371.09405	150.0273624877402	1705975.2489215357	46423966071.566574
b1283	1343110	1343328	-1	gene		1343110	0	P0ADA7	Osmotically-inducible lipoprotein B OS=Escherichia coli (strain K12) GN=osmB PE=2 SV=1	osmB	6925.61897	1119.0611224545155	7750190.938260486	46431716262.50484
PM00531	1343329	1343476	-1	promoter	[b1283]	1343329	0						5809958.571344681	46437526221.07618
b1284	1343597	1344346	-1	gene		1343597	0	P76034	Uncharacterized HTH-type transcriptional regulator yciT OS=Escherichia coli (strain K12) GN=yciT PE=4 SV=1	yciT	27567.18184	94.44833148323087	2603674.3284828225	46440129895.40466
PM0-46123	1344347	1344510	-1	promoter	[b1284]	1344347	0						5809958.571344681	46445939853.976006
b4596	1344436	1344609	-1	gene		1344510	0	A5A614					5809958.571344681	46451749812.54735
PM0-8911	1344610	1344638	-1	promoter	[b4596, b1284]	1344610	0						5809958.571344681	46457559771.11869
