gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass
b0801	836351	837436	1	gene		836351	0	P30178	Uncharacterized oxidoreductase ybiC OS=Escherichia coli (strain K12) GN=ybiC PE=1 SV=2	ybiC	Cytoplasm	0.10287236050133455	0.108271142339221	0.10542351208853191	30.672962823846575
b0802	837665	837925	-1	gene		837665	0	P0AAX3	Uncharacterized protein YbiJ OS=Escherichia coli (strain K12) GN=ybiJ PE=3 SV=1	ybiJ	Periplasm	0.001296436246427933	0.0010685006934765815	0.0007851962305862127	30.77583518434791
b0803	838190	838456	-1	gene		838190	0	P41039				4.591655779049255e-07			30.777131620594336
PM0-44627	838457	838484	-1	promoter	[b0803]	838457	0					4.591655779049255e-07			30.777132079759912
b0804	838530	839207	-1	gene		838530	0	P75779				4.591655779049255e-07			30.77713253892549
b0805	839249	841531	-1	gene		839249	0	P75780	Catecholate siderophore receptor fiu OS=Escherichia coli (strain K12) GN=fiu PE=1 SV=1	fiu	Cell outer membrane	0.027224463044042562	0.02747843776588313	0.02779028444008295	30.777132998091066
PM0-2701	841532	841648	-1	promoter	[b0805]	841532	0					4.591655779049255e-07			30.80435746113511
b0806	841796	842056	-1	gene		841796	0	P0AAX6				4.591655779049255e-07			30.804357920300685
PM0-44629	842057	842153	-1	promoter	[b0806]	842057	0					4.591655779049255e-07			30.80435837946626
b0807	842332	843258	1	gene		842332	0	P75782	Ribosomal RNA large subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rlmF PE=1 SV=2	rlmF	Cytoplasm	0.0016822827379382775	0.0012785035536214213	0.0008640979842721703	30.80435883863184
b0808	843255	845480	-1	gene		843258	0	P75783				4.591655779049255e-07			30.806041121369777
b0809	845741	846463	-1	gene		845741	0	P10346	Glutamine transport ATP-binding protein GlnQ OS=Escherichia coli (strain K12) GN=glnQ PE=1 SV=1	glnQ	Cell inner membrane	0.03555161114503631	0.030058726106035834	0.03093357000214216	30.806041580535354
b0810	846460	847119	-1	gene		846463	0	P0AEQ6	Glutamine transport system permease protein glnP OS=Escherichia coli (strain K12) GN=glnP PE=1 SV=1	glnP	Cell inner membrane	0.0017563189670407415	0.0013841714258621633	0.0012645744739504556	30.84159319168039
PM0-8381	846464	846631	-1	promoter	[b0809]	847119	1					4.591655779049255e-07			30.84334951064743
b0811	847258	848004	-1	gene		847258	0	P0AEQ3	Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=glnH PE=1 SV=1	glnH	Periplasm	0.3047657860615697	0.3339982391024642	0.2954387740733312	30.843349969813005
PM00352	848005	848198	-1	promoter	[b0809, b0810, b0811]	848005	0					4.591655779049255e-07			31.148115755874574
b0812	848408	848911	-1	gene		848408	0	P0ABT2	DNA protection during starvation protein OS=Escherichia coli (strain K12) GN=dps PE=1 SV=2	dps	Cytoplasm	0.1456016451420062	0.14112730855115654	0.15512256266697205	31.14811621504015
PM00243	848912	848950	-1	promoter	[b0812]	848912	0					4.591655779049255e-07			31.293717860182156
b0813	849210	850097	-1	gene		849210	0	P0AA67				4.591655779049255e-07			31.293718319347732
PM0-10222	850209	850449	1	promoter	[b0814]	850209	0					4.591655779049255e-07			31.29371877851331
b0814	850450	850965	1	gene		850450	0	P0A917	Outer membrane protein X OS=Escherichia coli (strain K12) GN=ompX PE=1 SV=1	ompX	Cell outer membrane	0.7093678881116772	0.6643515728733526	0.6921477656320612	31.293719237678886
b0815	851014	852597	-1	gene		851014	0	P75785				4.591655779049255e-07			32.003087125790564
b4705	852869	852997	-1	gene		852869	0	P0DKB3				4.591655779049255e-07			32.00308758495614
PM0-46156	853065	853064	-1	promoter	[b4416, b4705]	853065	1					4.591655779049255e-07			32.00308804412172
PM0-36230	853098	853182	1	promoter	[b0818, b0817]	853098	0					4.591655779049255e-07			32.003088503287294
b0817	853183	853650	1	gene		853183	0	P0A9F1	Transcriptional regulator mntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1	mntR	Cytoplasm	0.003593991213483554	0.004338682577635254	0.005146891312092601	32.00308896245287
b0818	853647	854765	1	gene		853650	0	P75788				4.591655779049255e-07			32.006682953666356
b0819	854824	855744	-1	gene		854824	0	P0AAX8	Probable L,D-transpeptidase YbiS OS=Escherichia coli (strain K12) GN=ybiS PE=1 SV=1	ybiS	Periplasm	0.19175972772133942	0.21123155032115254	0.17899142101237725	32.00668341283193
PM0-8714	855745	855786	-1	promoter	[b0819]	855745	0					4.591655779049255e-07			32.19844314055327
PM0-36231	855947	855962	1	promoter	[b0820]	855947	0					4.591655779049255e-07			32.19844359971885
b0820	855963	857555	1	gene		855963	0	P0A9U3				4.591655779049255e-07			32.19844405888443
b0821	857796	859061	-1	gene		857796	0	P75791				4.591655779049255e-07			32.19844451805
b0822	859213	860028	-1	gene		859213	0	P75792				4.591655779049255e-07			32.19844497721558
b0823	860174	862606	-1	gene		860174	0	P75793				4.591655779049255e-07			32.19844543638116
b0824	862612	863511	-1	gene		862612	0	P75794				4.591655779049255e-07			32.19844589554673
b0825	863642	864304	1	gene		863642	0	P78055	Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) GN=fsaA PE=1 SV=2	fsaA	Cytoplasm	0.004211711406669915	0.005960052275998255	0.0040091834726316364	32.19844635471231
b0826	864380	865129	-1	gene		864380	0	P12282				4.591655779049255e-07			32.20265806611898
b0827	865129	866364	-1	gene		865129	0	P12281	Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) GN=moeA PE=1 SV=1	moeA	Cytoplasm	0.0384554174505116	0.04239670351932112	0.0393706664999332	32.202658525284555
PM0-4427	866365	866394	-1	promoter	[b0826, b0827]	866365	0					4.591655779049255e-07			32.24111394273507
PM0-9997	866537	866567	1	promoter	[b0832, b0831, b0830, b0829, b0828]	866537	0					4.591655779049255e-07			32.241114401900646
b0828	866568	867533	1	gene		866568	0					4.591655779049255e-07			32.24111486106622
b0829	867520	869391	1	gene		867533	0	P75796	Glutathione import ATP-binding protein GsiA OS=Escherichia coli (strain K12) GN=gsiA PE=1 SV=3	gsiA	Cell inner membrane	0.0008067363852112878	0.0008153226827150267	0.0007836500844155494	32.2411153202318
b0830	869411	870949	1	gene		869411	0	P75797				4.591655779049255e-07			32.24192205661701
b0831	870967	871887	1	gene		870967	0	P75798	Glutathione transport system permease protein gsiC OS=Escherichia coli (strain K12) GN=gsiC PE=1 SV=1	gsiC	Cell inner membrane	0.004057473320987013	0.004314022223716177	0.003413520623735362	32.24192251578258
b0832	871890	872801	1	gene		871890	0	P75799				4.591655779049255e-07			32.24597998910357
b0833	872979	875327	1	gene		872979	0	P75800				4.591655779049255e-07			32.245980448269144
b0834	875335	876663	1	gene		875335	0	P75801				4.591655779049255e-07			32.24598090743472
b0835	876710	878035	-1	gene		876710	0	P0AEI4	Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1	rimO	Cytoplasm	0.023893736895193717	0.027255799330565173	0.026781829199762866	32.2459813666003
PM0-9998	878036	878070	-1	promoter	[b0835]	878036	0					4.591655779049255e-07			32.269875103495494
b0836	878248	878631	1	gene		878248	0	P0AAY1				4.591655779049255e-07			32.26987556266107
b0837	878742	879857	1	gene		878742	0	P75804	Soluble aldose sugar dehydrogenase yliI OS=Escherichia coli (strain K12) GN=yliI PE=1 SV=1	yliI	Outer Membrane	6.771356964460748e-05	0.00011045707108781196	8.705688679501812e-05	32.26987602182665
b0838	879854	880480	-1	gene		879857	0	P0ACA7				4.591655779049255e-07			32.26994373539629
PM0-9999	880481	880519	-1	promoter	[b0838]	880481	0					4.591655779049255e-07			32.269944194561866
PM0-9218	880653	880726	1	promoter	[b0839]	880653	0					4.591655779049255e-07			32.26994465372744
b0839	880727	881929	1	gene		880727	0	P08506	D-alanyl-D-alanine carboxypeptidase dacC OS=Escherichia coli (strain K12) GN=dacC PE=1 SV=2	dacC	Cell inner membrane	0.06989639311799635	0.07144231301569705	0.07433892137489635	32.26994511289302
b0840	881976	882734	-1	gene		881976	0	P0ACK5				4.591655779049255e-07			32.33984150601101
b0841	882792	883388	-1	gene		882792	0	P75806				4.591655779049255e-07			32.33984196517659
PM0-8202	883389	883508	-1	promoter	[b0841]	883389	0					4.591655779049255e-07			32.339842424342166
PM0-10254	883569	883672	1	promoter	[b0842]	883569	0					4.591655779049255e-07			32.33984288350774
b0842	883673	884905	1	gene		883673	0	P0AEY8				4.591655779049255e-07			32.33984334267332
b0843	884946	885230	-1	gene		884946	0	P0AAY4				4.591655779049255e-07			32.339843801838896
b0844	885316	886131	-1	gene		885316	0	P75809				4.591655779049255e-07			32.33984426100447
b0845	886131	887339	-1	gene		886131	0	P75810				4.591655779049255e-07			32.33984472017005
b0846	887423	887959	1	gene		887423	0	P75811				4.591655779049255e-07			32.339845179335626
b4417	887976	888054	-1	gene		887976	0					4.591655779049255e-07			32.3398456385012
PM0-9587	888058	888057	-1	promoter	[b4417]	888058	1					4.591655779049255e-07			32.33984609766678
b0847	888134	889819	-1	gene		888134	0	P60869	Putative transport protein YbjL OS=Escherichia coli (strain K12) GN=ybjL PE=3 SV=1	ybjL	Cell membrane	7.766809287839134e-07	7.817250576110502e-07	7.706554262262066e-07	32.339846556832356
b0848	890089	890466	1	gene		890089	0	P64439				4.591655779049255e-07			32.33984733351328
b0849	890496	890753	-1	gene		890496	0					4.591655779049255e-07			32.33984779267886
PM821	890754	890776	-1	promoter	[b0849]	890754	0					4.591655779049255e-07			32.33984825184444
PM0-2281	890892	890912	1	promoter	[b0853, b0852, b0851, b0850]	890892	0					4.591655779049255e-07			32.33984871101001
b0850	890913	891200	1	gene		890913	0	P46119				4.591655779049255e-07			32.33984917017559
b0851	891184	891906	1	gene		891200	0	P17117				4.591655779049255e-07			32.33984962934117
PM0-2301	891876	891966	1	promoter	[b0853, b0852]	891906	0					4.591655779049255e-07			32.33985008850674
b0852	891967	892869	1	gene		891967	0	P0C0U4				4.591655779049255e-07			32.33985054767232
b0853	892957	893433	1	gene		892957	0	P0AAY6				4.591655779049255e-07			32.3398510068379
PM0-9703	893634	893783	1	promoter	[b0857, b0856, b0855, b0854]	893634	0					4.591655779049255e-07			32.33985146600347
PM0-3541	893736	893783	1	promoter	[b0854, b0855, b0856, b0857]	893783	0					4.591655779049255e-07			32.33985192516905
b0854	893784	894896	1	gene		893784	0	P31133	Putrescine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=potF PE=1 SV=3	potF	Periplasm	0.20518452351119557	0.20481400814574105	0.20718620161920062	32.33985238433463
b0855	894991	896124	1	gene		894991	0	P31134	Putrescine transport ATP-binding protein PotG OS=Escherichia coli (strain K12) GN=potG PE=3 SV=2	potG	Cell inner membrane	0.0030337102807691716	0.0032526988245112944	0.002925904611750585	32.54503690784582
b0856	896134	897087	1	gene		896134	0	P31135				4.591655779049255e-07			32.54807061812659
b0857	897084	897929	1	gene		897087	0	P0AFL1				4.591655779049255e-07			32.548071077292164
b0858	897989	898477	1	gene		897989	0	P0AAZ0				4.591655779049255e-07			32.54807153645774
b0859	898518	899645	1	gene		898518	0	P75817				4.591655779049255e-07			32.54807199562332
b0860	899844	900575	-1	gene		899844	0	P30860	ABC transporter arginine-binding protein 1 OS=Escherichia coli (strain K12) GN=artJ PE=1 SV=2	artJ	Periplasm	0.41643200393725266	0.4151412961792321	0.4658359215298853	32.548072454788894
PM0-8542	900576	900626	-1	promoter	[b0860]	900576	0					4.591655779049255e-07			32.96450445872615
b0861	900866	901534	-1	gene		900866	0	P0AE30				4.591655779049255e-07			32.96450491789172
b0862	901534	902250	-1	gene		901534	0	P0AE34				4.591655779049255e-07			32.9645053770573
b0863	902257	902988	-1	gene		902257	0	P30859	Putative ABC transporter arginine-binding protein 2 OS=Escherichia coli (strain K12) GN=artI PE=1 SV=3	artI	Periplasm	0.08075306805131231	0.08605239749578213	0.08796237181883991	32.96450583622288
b0864	903006	903734	-1	gene		903006	0	P0AAF6	Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1	artP	Cell inner membrane	0.02767890306345962	0.026367761478951535	0.02603966432211161	33.04525890427419
PM0-10203	903735	903843	-1	promoter	[b0861, b0862, b0863, b0864]	903735	0					4.591655779049255e-07			33.07293780733765
b0865	903952	904467	-1	gene		903952	0	P75818	Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1	ybjP	Cell membrane	0.042067954395969206	0.042302616048316505	0.04685841185530517	33.07293826650323
PM0-8581	904468	904523	-1	promoter	[b0865]	904468	0					4.591655779049255e-07			33.1150062208992
PM0-10000	904517	904592	1	promoter	[b0867, b0866]	904523	0					4.591655779049255e-07			33.11500668006477
b0866	904593	904916	1	gene		904593	0	P0A8C1				4.591655779049255e-07			33.11500713923035
b0867	904913	905743	1	gene		904916	0	P75820	N-acetylmuramoyl-L-alanine amidase AmiD OS=Escherichia coli (strain K12) GN=amiD PE=1 SV=1	amiD	Cell outer membrane	0.0028523318213373875	0.0023087662292294816	0.0028037979798578826	33.11500759839593
b0868	905740	906753	-1	gene		905743	0	P75821				4.591655779049255e-07			33.117859930217264
b0869	906852	908282	-1	gene		906852	0	P75822				4.591655779049255e-07			33.11786038938284
b0870	908293	909294	-1	gene		908293	0	P75823				4.591655779049255e-07			33.11786084854842
PM0-10001	909295	909320	-1	promoter	[b0869, b0870]	909295	0					4.591655779049255e-07			33.117861307713994
b0871	909331	911049	-1	gene		909331	0	P07003	Pyruvate dehydrogenase [ubiquinone] OS=Escherichia coli (strain K12) GN=poxB PE=1 SV=1	poxB	Cell membrane	0.026431423632340606	0.0265042690198159	0.030394150940156173	33.11786176687957
PM641	911050	911076	-1	promoter	[b0871]	911050	0					4.591655779049255e-07			33.14429319051191
b0872	911182	912150	-1	gene		911182	0	P75824				4.591655779049255e-07			33.144293649677486
b0873	912162	913814	-1	gene		912162	0	P75825				4.591655779049255e-07			33.14429410884306
PM0-7361	913815	913845	-1	promoter	[b0871, b0872, b0873]	913815	0					4.591655779049255e-07			33.14429456800864
PM0-9692	913815	914129	-1	promoter	[b0872, b0873]	913845	0					4.591655779049255e-07			33.144295027174216
b0874	913958	914857	-1	gene		914129	0	P75826				4.591655779049255e-07			33.14429548633979
PM0-46346	914858	914895	-1	promoter	[b0874]	914858	0					4.591655779049255e-07			33.14429594550537
b0875	915352	916047	-1	gene		915352	0	P60844				4.591655779049255e-07			33.144296404670946
b0876	916473	918131	1	gene		916473	0	P75828				4.591655779049255e-07			33.14429686383652
b0877	918128	919120	-1	gene		918131	0	P75829				4.591655779049255e-07			33.1442973230021
PM0-10002	919104	919120	-1	promoter	[b0877]	919120	0					4.591655779049255e-07			33.144297782167676
b0878	919235	920350	1	gene		919235	0	P75830	Macrolide-specific efflux protein macA OS=Escherichia coli (strain K12) GN=macA PE=1 SV=2	macA	Cell inner membrane	0.002245276932854787	0.0021761149282148455	0.002174044900154395	33.14429824133325
b0879	920347	922293	1	gene		920350	0	P75831				4.591655779049255e-07			33.14654351826611
b0880	922366	922590	-1	gene		922366	0	P0A968	Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1	cspD	Cytoplasm	0.018165024252857605	0.01645679009127853	0.01641302256495435	33.14654397743168
PM00597	922591	922676	-1	promoter	[b0880]	922591	0					4.591655779049255e-07			33.16470900168454
b0881	922913	923233	1	gene		922913	0	P0A8Q6				4.591655779049255e-07			33.16470946085012
PM00594	923080	923263	1	promoter	[b0882]	923233	0					4.591655779049255e-07			33.164709920015696
b0882	923264	925540	1	gene		923264	0	P0ABH9				4.591655779049255e-07			33.16471037918127
b0883	925884	925971	-1	gene		925884	0					4.591655779049255e-07			33.16471083834685
PM00663	925972	926007	-1	promoter	[b0883]	925972	0					4.591655779049255e-07			33.164711297512426
b0884	926225	926443	-1	gene		926225	0	P69222	Translation initiation factor IF-1 OS=Escherichia coli (strain K12) GN=infA PE=1 SV=2	infA	Cytoplasm	0.05267739379090379	0.061401182373930906	0.06287620649536554	33.164711756678
PM-8773	926444	926685	-1	promoter	[b0884]	926444	0					4.591655779049255e-07			33.217389150468904
b0885	926728	927432	-1	gene		926728	0	P0A8P1				4.591655779049255e-07			33.21738960963448
b0886	927474	929195	-1	gene		927474	0	P23886	ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) GN=cydC PE=3 SV=2	cydC	Cell inner membrane	0.008537925864613521	0.007893250643437585	0.008022534046856633	33.21739006880006
b0887	929196	930962	-1	gene		929196	0	P29018	ATP-binding/permease protein CydD OS=Escherichia coli (strain K12) GN=cydD PE=1 SV=3	cydD	Cell inner membrane	0.006491474503240387	0.006619066568218593	0.004652364443512717	33.22592799466467
PM961	930963	931031	-1	promoter	[b0886, b0887]	930963	0					4.591655779049255e-07			33.232419469167915
b0888	931085	932050	-1	gene		931085	0	P0A9P4	Thioredoxin reductase OS=Escherichia coli (strain K12) GN=trxB PE=1 SV=2	trxB	Cytoplasm	0.25491604237862164	0.2458036729382516	0.2678125740351971	33.23241992833349
PM0-10003	932051	932078	-1	promoter	[b0888]	932051	0					4.591655779049255e-07			33.48733597071212
PM00252	932328	932594	1	promoter	[b0889]	932328	0					4.591655779049255e-07			33.48733642987769
b0889	932595	933089	1	gene		932595	0	P0ACJ0				4.591655779049255e-07			33.48733688904327
PM0-9681	932929	933223	1	promoter	[b0890]	933089	0					4.591655779049255e-07			33.48733734820885
b0890	933224	937213	1	gene		933224	0	P46889	DNA translocase ftsK OS=Escherichia coli (strain K12) GN=ftsK PE=1 SV=2	ftsK	Cell inner membrane	0.007419516751440778	0.008020418089558138	0.008297479171139988	33.48733780737442
PM0-46189	937328	937371	1	promoter	[b0892, b0891]	937328	0					4.591655779049255e-07			33.494757324125864
b0891	937372	937983	1	gene		937372	0	P61316	Outer-membrane lipoprotein carrier protein OS=Escherichia coli (strain K12) GN=lolA PE=1 SV=1	lolA	Periplasm	0.0267151018165452	0.026348808318427615	0.029153072155922676	33.49475778329144
b0892	937994	939337	1	gene		937994	0	P0AAZ4				4.591655779049255e-07			33.52147288510798
PM0-10004	939365	939427	1	promoter	[b0893]	939365	0					4.591655779049255e-07			33.52147334427356
b0893	939428	940720	1	gene		939428	0	P0A8L1	Seryl-tRNA synthetase OS=Escherichia coli (strain K12) GN=serS PE=1 SV=1	serS	Cytoplasm	0.20010934885268228	0.2121165093255526	0.20300694885472426	33.521473803439136
