gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	kDa/Protein	cumulativeAbundance
b0814	850450	850965	1	gene		850450	0	P0A917	Outer membrane protein X OS=Escherichia coli (strain K12) GN=ompX PE=1 SV=1	ompX	Cell outer membrane	0.7093678881116772	0.6643515728733526	0.6921477656320612	110.73090803705458	94755.9227627198
b0815	851014	852597	-1	gene		851014	0	P75785							110.73090803705458	94866.65367075686
b4705	852869	852997	-1	gene		852869	0	P0DKB3							110.73090803705458	94977.38457879392
PM0-46156	853065	853064	-1	promoter	[b4416, b4705]	853065	1								10.0	95088.11548683098
PM0-36230	853098	853182	1	promoter	[b0818, b0817]	853098	0								10.0	95098.11548683098
b0817	853183	853650	1	gene		853183	0	P0A9F1	Transcriptional regulator mntR OS=Escherichia coli (strain K12) GN=mntR PE=1 SV=1	mntR	Cytoplasm	0.003593991213483554	0.004338682577635254	0.005146891312092601	110.73090803705458	95108.11548683098
b0818	853647	854765	1	gene		853650	0	P75788							110.73090803705458	95218.84639486804
b0819	854824	855744	-1	gene		854824	0	P0AAX8	Probable L,D-transpeptidase YbiS OS=Escherichia coli (strain K12) GN=ybiS PE=1 SV=1	ybiS	Periplasm	0.19175972772133942	0.21123155032115254	0.17899142101237725	110.73090803705458	95329.5773029051
PM0-8714	855745	855786	-1	promoter	[b0819]	855745	0								10.0	95440.30821094217
PM0-36231	855947	855962	1	promoter	[b0820]	855947	0								10.0	95450.30821094217
b0820	855963	857555	1	gene		855963	0	P0A9U3							110.73090803705458	95460.30821094217
b0821	857796	859061	-1	gene		857796	0	P75791							110.73090803705458	95571.03911897923
b0822	859213	860028	-1	gene		859213	0	P75792							110.73090803705458	95681.77002701629
b0823	860174	862606	-1	gene		860174	0	P75793							110.73090803705458	95792.50093505335
b0824	862612	863511	-1	gene		862612	0	P75794							110.73090803705458	95903.23184309041
b0825	863642	864304	1	gene		863642	0	P78055	Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) GN=fsaA PE=1 SV=2	fsaA	Cytoplasm	0.004211711406669915	0.005960052275998255	0.0040091834726316364	110.73090803705458	96013.96275112747
b0826	864380	865129	-1	gene		864380	0	P12282							110.73090803705458	96124.69365916454
b0827	865129	866364	-1	gene		865129	0	P12281	Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) GN=moeA PE=1 SV=1	moeA	Cytoplasm	0.0384554174505116	0.04239670351932112	0.0393706664999332	110.73090803705458	96235.4245672016
PM0-4427	866365	866394	-1	promoter	[b0826, b0827]	866365	0								10.0	96346.15547523866
PM0-9997	866537	866567	1	promoter	[b0832, b0831, b0830, b0829, b0828]	866537	0								10.0	96356.15547523866
b0828	866568	867533	1	gene		866568	0								110.73090803705458	96366.15547523866
b0829	867520	869391	1	gene		867533	0	P75796	Glutathione import ATP-binding protein GsiA OS=Escherichia coli (strain K12) GN=gsiA PE=1 SV=3	gsiA	Cell inner membrane	0.0008067363852112878	0.0008153226827150267	0.0007836500844155494	110.73090803705458	96476.88638327572
b0830	869411	870949	1	gene		869411	0	P75797							110.73090803705458	96587.61729131278
b0831	870967	871887	1	gene		870967	0	P75798	Glutathione transport system permease protein gsiC OS=Escherichia coli (strain K12) GN=gsiC PE=1 SV=1	gsiC	Cell inner membrane	0.004057473320987013	0.004314022223716177	0.003413520623735362	110.73090803705458	96698.34819934984
b0832	871890	872801	1	gene		871890	0	P75799							110.73090803705458	96809.0791073869
b0833	872979	875327	1	gene		872979	0	P75800							110.73090803705458	96919.81001542397
b0834	875335	876663	1	gene		875335	0	P75801							110.73090803705458	97030.54092346103
b0835	876710	878035	-1	gene		876710	0	P0AEI4	Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1	rimO	Cytoplasm	0.023893736895193717	0.027255799330565173	0.026781829199762866	110.73090803705458	97141.27183149809
PM0-9998	878036	878070	-1	promoter	[b0835]	878036	0								10.0	97252.00273953515
b0836	878248	878631	1	gene		878248	0	P0AAY1							110.73090803705458	97262.00273953515
b0837	878742	879857	1	gene		878742	0	P75804	Soluble aldose sugar dehydrogenase yliI OS=Escherichia coli (strain K12) GN=yliI PE=1 SV=1	yliI	Outer Membrane	6.771356964460748e-05	0.00011045707108781196	8.705688679501812e-05	110.73090803705458	97372.73364757221
b0838	879854	880480	-1	gene		879857	0	P0ACA7							110.73090803705458	97483.46455560927
PM0-9999	880481	880519	-1	promoter	[b0838]	880481	0								10.0	97594.19546364633
PM0-9218	880653	880726	1	promoter	[b0839]	880653	0								10.0	97604.19546364633
b0839	880727	881929	1	gene		880727	0	P08506	D-alanyl-D-alanine carboxypeptidase dacC OS=Escherichia coli (strain K12) GN=dacC PE=1 SV=2	dacC	Cell inner membrane	0.06989639311799635	0.07144231301569705	0.07433892137489635	110.73090803705458	97614.19546364633
b0840	881976	882734	-1	gene		881976	0	P0ACK5							110.73090803705458	97724.9263716834
b0841	882792	883388	-1	gene		882792	0	P75806							110.73090803705458	97835.65727972046
PM0-8202	883389	883508	-1	promoter	[b0841]	883389	0								10.0	97946.38818775752
PM0-10254	883569	883672	1	promoter	[b0842]	883569	0								10.0	97956.38818775752
b0842	883673	884905	1	gene		883673	0	P0AEY8							110.73090803705458	97966.38818775752
b0843	884946	885230	-1	gene		884946	0	P0AAY4							110.73090803705458	98077.11909579458
b0844	885316	886131	-1	gene		885316	0	P75809							110.73090803705458	98187.85000383164
b0845	886131	887339	-1	gene		886131	0	P75810							110.73090803705458	98298.5809118687
b0846	887423	887959	1	gene		887423	0	P75811							110.73090803705458	98409.31181990576
b4417	887976	888054	-1	gene		887976	0								110.73090803705458	98520.04272794283
PM0-9587	888058	888057	-1	promoter	[b4417]	888058	1								10.0	98630.77363597989
b0847	888134	889819	-1	gene		888134	0	P60869	Putative transport protein YbjL OS=Escherichia coli (strain K12) GN=ybjL PE=3 SV=1	ybjL	Cell membrane	7.766809287839134e-07	7.817250576110502e-07	7.706554262262066e-07	110.73090803705458	98640.77363597989
b0848	890089	890466	1	gene		890089	0	P64439							110.73090803705458	98751.50454401695
b0849	890496	890753	-1	gene		890496	0								110.73090803705458	98862.23545205401
PM821	890754	890776	-1	promoter	[b0849]	890754	0								10.0	98972.96636009107
PM0-2281	890892	890912	1	promoter	[b0853, b0852, b0851, b0850]	890892	0								10.0	98982.96636009107
b0850	890913	891200	1	gene		890913	0	P46119							110.73090803705458	98992.96636009107
b0851	891184	891906	1	gene		891200	0	P17117							110.73090803705458	99103.69726812813
PM0-2301	891876	891966	1	promoter	[b0853, b0852]	891906	0								10.0	99214.4281761652
b0852	891967	892869	1	gene		891967	0	P0C0U4							110.73090803705458	99224.4281761652
b0853	892957	893433	1	gene		892957	0	P0AAY6							110.73090803705458	99335.15908420226
PM0-9703	893634	893783	1	promoter	[b0857, b0856, b0855, b0854]	893634	0								10.0	99445.88999223932
PM0-3541	893736	893783	1	promoter	[b0854, b0855, b0856, b0857]	893783	0								10.0	99455.88999223932
b0854	893784	894896	1	gene		893784	0	P31133	Putrescine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=potF PE=1 SV=3	potF	Periplasm	0.20518452351119557	0.20481400814574105	0.20718620161920062	110.73090803705458	99465.88999223932
b0855	894991	896124	1	gene		894991	0	P31134	Putrescine transport ATP-binding protein PotG OS=Escherichia coli (strain K12) GN=potG PE=3 SV=2	potG	Cell inner membrane	0.0030337102807691716	0.0032526988245112944	0.002925904611750585	110.73090803705458	99576.62090027638
b0856	896134	897087	1	gene		896134	0	P31135							110.73090803705458	99687.35180831344
b0857	897084	897929	1	gene		897087	0	P0AFL1							110.73090803705458	99798.0827163505
b0858	897989	898477	1	gene		897989	0	P0AAZ0							110.73090803705458	99908.81362438756
b0859	898518	899645	1	gene		898518	0	P75817							110.73090803705458	100019.54453242462
b0860	899844	900575	-1	gene		899844	0	P30860	ABC transporter arginine-binding protein 1 OS=Escherichia coli (strain K12) GN=artJ PE=1 SV=2	artJ	Periplasm	0.41643200393725266	0.4151412961792321	0.4658359215298853	110.73090803705458	100130.27544046169
PM0-8542	900576	900626	-1	promoter	[b0860]	900576	0								10.0	100241.00634849875
b0861	900866	901534	-1	gene		900866	0	P0AE30							110.73090803705458	100251.00634849875
b0862	901534	902250	-1	gene		901534	0	P0AE34							110.73090803705458	100361.73725653581
b0863	902257	902988	-1	gene		902257	0	P30859	Putative ABC transporter arginine-binding protein 2 OS=Escherichia coli (strain K12) GN=artI PE=1 SV=3	artI	Periplasm	0.08075306805131231	0.08605239749578213	0.08796237181883991	110.73090803705458	100472.46816457287
b0864	903006	903734	-1	gene		903006	0	P0AAF6	Arginine transport ATP-binding protein ArtP OS=Escherichia coli (strain K12) GN=artP PE=1 SV=1	artP	Cell inner membrane	0.02767890306345962	0.026367761478951535	0.02603966432211161	110.73090803705458	100583.19907260993
PM0-10203	903735	903843	-1	promoter	[b0861, b0862, b0863, b0864]	903735	0								10.0	100693.929980647
b0865	903952	904467	-1	gene		903952	0	P75818	Uncharacterized lipoprotein ybjP OS=Escherichia coli (strain K12) GN=ybjP PE=1 SV=1	ybjP	Cell membrane	0.042067954395969206	0.042302616048316505	0.04685841185530517	110.73090803705458	100703.929980647
PM0-8581	904468	904523	-1	promoter	[b0865]	904468	0								10.0	100814.66088868405
PM0-10000	904517	904592	1	promoter	[b0867, b0866]	904523	0								10.0	100824.66088868405
b0866	904593	904916	1	gene		904593	0	P0A8C1							110.73090803705458	100834.66088868405
b0867	904913	905743	1	gene		904916	0	P75820	N-acetylmuramoyl-L-alanine amidase AmiD OS=Escherichia coli (strain K12) GN=amiD PE=1 SV=1	amiD	Cell outer membrane	0.0028523318213373875	0.0023087662292294816	0.0028037979798578826	110.73090803705458	100945.39179672112
b0868	905740	906753	-1	gene		905743	0	P75821							110.73090803705458	101056.12270475818
b0869	906852	908282	-1	gene		906852	0	P75822							110.73090803705458	101166.85361279524
b0870	908293	909294	-1	gene		908293	0	P75823							110.73090803705458	101277.5845208323
PM0-10001	909295	909320	-1	promoter	[b0869, b0870]	909295	0								10.0	101388.31542886936
b0871	909331	911049	-1	gene		909331	0	P07003	Pyruvate dehydrogenase [ubiquinone] OS=Escherichia coli (strain K12) GN=poxB PE=1 SV=1	poxB	Cell membrane	0.026431423632340606	0.0265042690198159	0.030394150940156173	110.73090803705458	101398.31542886936
PM641	911050	911076	-1	promoter	[b0871]	911050	0								10.0	101509.04633690642
b0872	911182	912150	-1	gene		911182	0	P75824							110.73090803705458	101519.04633690642
b0873	912162	913814	-1	gene		912162	0	P75825							110.73090803705458	101629.77724494349
PM0-7361	913815	913845	-1	promoter	[b0871, b0872, b0873]	913815	0								10.0	101740.50815298055
PM0-9692	913815	914129	-1	promoter	[b0872, b0873]	913845	0								10.0	101750.50815298055
b0874	913958	914857	-1	gene		914129	0	P75826							110.73090803705458	101760.50815298055
PM0-46346	914858	914895	-1	promoter	[b0874]	914858	0								10.0	101871.23906101761
b0875	915352	916047	-1	gene		915352	0	P60844							110.73090803705458	101881.23906101761
b0876	916473	918131	1	gene		916473	0	P75828							110.73090803705458	101991.96996905467
b0877	918128	919120	-1	gene		918131	0	P75829							110.73090803705458	102102.70087709173
PM0-10002	919104	919120	-1	promoter	[b0877]	919120	0								10.0	102213.43178512879
b0878	919235	920350	1	gene		919235	0	P75830	Macrolide-specific efflux protein macA OS=Escherichia coli (strain K12) GN=macA PE=1 SV=2	macA	Cell inner membrane	0.002245276932854787	0.0021761149282148455	0.002174044900154395	110.73090803705458	102223.43178512879
b0879	920347	922293	1	gene		920350	0	P75831							110.73090803705458	102334.16269316585
b0880	922366	922590	-1	gene		922366	0	P0A968	Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1	cspD	Cytoplasm	0.018165024252857605	0.01645679009127853	0.01641302256495435	110.73090803705458	102444.89360120292
PM00597	922591	922676	-1	promoter	[b0880]	922591	0								10.0	102555.62450923998
b0881	922913	923233	1	gene		922913	0	P0A8Q6							110.73090803705458	102565.62450923998
PM00594	923080	923263	1	promoter	[b0882]	923233	0								10.0	102676.35541727704
b0882	923264	925540	1	gene		923264	0	P0ABH9							110.73090803705458	102686.35541727704
b0883	925884	925971	-1	gene		925884	0								110.73090803705458	102797.0863253141
PM00663	925972	926007	-1	promoter	[b0883]	925972	0								10.0	102907.81723335116
b0884	926225	926443	-1	gene		926225	0	P69222	Translation initiation factor IF-1 OS=Escherichia coli (strain K12) GN=infA PE=1 SV=2	infA	Cytoplasm	0.05267739379090379	0.061401182373930906	0.06287620649536554	110.73090803705458	102917.81723335116
PM-8773	926444	926685	-1	promoter	[b0884]	926444	0								10.0	103028.54814138822
b0885	926728	927432	-1	gene		926728	0	P0A8P1							110.73090803705458	103038.54814138822
b0886	927474	929195	-1	gene		927474	0	P23886	ATP-binding/permease protein CydC OS=Escherichia coli (strain K12) GN=cydC PE=3 SV=2	cydC	Cell inner membrane	0.008537925864613521	0.007893250643437585	0.008022534046856633	110.73090803705458	103149.27904942528
b0887	929196	930962	-1	gene		929196	0	P29018	ATP-binding/permease protein CydD OS=Escherichia coli (strain K12) GN=cydD PE=1 SV=3	cydD	Cell inner membrane	0.006491474503240387	0.006619066568218593	0.004652364443512717	110.73090803705458	103260.00995746235
PM961	930963	931031	-1	promoter	[b0886, b0887]	930963	0								10.0	103370.7408654994
b0888	931085	932050	-1	gene		931085	0	P0A9P4	Thioredoxin reductase OS=Escherichia coli (strain K12) GN=trxB PE=1 SV=2	trxB	Cytoplasm	0.25491604237862164	0.2458036729382516	0.2678125740351971	110.73090803705458	103380.7408654994
PM0-10003	932051	932078	-1	promoter	[b0888]	932051	0								10.0	103491.47177353647
PM00252	932328	932594	1	promoter	[b0889]	932328	0								10.0	103501.47177353647
b0889	932595	933089	1	gene		932595	0	P0ACJ0							110.73090803705458	103511.47177353647
PM0-9681	932929	933223	1	promoter	[b0890]	933089	0								10.0	103622.20268157353
b0890	933224	937213	1	gene		933224	0	P46889	DNA translocase ftsK OS=Escherichia coli (strain K12) GN=ftsK PE=1 SV=2	ftsK	Cell inner membrane	0.007419516751440778	0.008020418089558138	0.008297479171139988	110.73090803705458	103632.20268157353
PM0-46189	937328	937371	1	promoter	[b0892, b0891]	937328	0								10.0	103742.93358961059
b0891	937372	937983	1	gene		937372	0	P61316	Outer-membrane lipoprotein carrier protein OS=Escherichia coli (strain K12) GN=lolA PE=1 SV=1	lolA	Periplasm	0.0267151018165452	0.026348808318427615	0.029153072155922676	110.73090803705458	103752.93358961059
b0892	937994	939337	1	gene		937994	0	P0AAZ4							110.73090803705458	103863.66449764765
PM0-10004	939365	939427	1	promoter	[b0893]	939365	0								10.0	103974.39540568471
b0893	939428	940720	1	gene		939428	0	P0A8L1	Seryl-tRNA synthetase OS=Escherichia coli (strain K12) GN=serS PE=1 SV=1	serS	Cytoplasm	0.20010934885268228	0.2121165093255526	0.20300694885472426	110.73090803705458	103984.39540568471
PM00026	940823	940958	1	promoter	[b0894, b0895, b0896]	940823	0								10.0	104095.12631372178
PM0-1282	940878	940958	1	promoter	[b0896, b0895, b0894]	940958	0								10.0	104105.12631372178
b0894	940959	943403	1	gene		940959	0	P18775	Anaerobic dimethyl sulfoxide reductase chain A OS=Escherichia coli (strain K12) GN=dmsA PE=1 SV=2	dmsA	Cell membrane	0.00021783633537799307	0.00020914089118455524	0.00016288241601245549	110.73090803705458	104115.12631372178
b0895	943414	944031	1	gene		943414	0	P18776							110.73090803705458	104225.85722175884
b0896	944033	944896	1	gene		944033	0	P18777							110.73090803705458	104336.5881297959
b0897	944931	945557	-1	gene		944931	0	P21367	Uncharacterized protein ycaC OS=Escherichia coli (strain K12) GN=ycaC PE=1 SV=1	ycaC	Cytoplasm	0.07215148639068786	0.06589861611991504	0.07581051311530308	110.73090803705458	104447.31903783296
b0898	945871	947019	1	gene		945871	0	P21503							110.73090803705458	104558.04994587002
b0899	947229	948659	1	gene		947229	0	P75835							110.73090803705458	104668.78085390708
b0900	948660	949568	-1	gene		948660	0	P75836							110.73090803705458	104779.51176194414
b0901	949668	950258	1	gene		949668	0	P43340							110.73090803705458	104890.2426699812
b0902	950340	951080	-1	gene		950340	0	P0A9N4	Pyruvate formate-lyase 1-activating enzyme OS=Escherichia coli (strain K12) GN=pflA PE=1 SV=2	pflA	Cytoplasm	0.007913418181434108	0.009156342291462649	0.008844482116486046	110.73090803705458	105000.97357801827
PM0-46334	951081	951154	-1	promoter	[b0902]	951081	0								10.0	105111.70448605533
b0903	951272	953554	-1	gene		951272	0	P09373	Formate acetyltransferase 1 OS=Escherichia coli (strain K12) GN=pflB PE=1 SV=2	pflB	Cytoplasm	0.6535707783690559	0.6818335469897496	0.6485726653605127	110.73090803705458	105121.70448605533
PM00522	953555	953925	-1	promoter	[b0903]	953555	0								10.0	105232.43539409239
b0904	953609	954466	-1	gene		953925	0	P0AC23	Probable formate transporter 1 OS=Escherichia coli (strain K12) GN=focA PE=1 SV=1	focA	Cell inner membrane	0.0013359806862515968	0.0013297131600677578	0.0016926963592924012	110.73090803705458	105242.43539409239
PM00354	954467	954814	-1	promoter	[b0903, b0904]	954467	0								10.0	105353.16630212945
b0905	954872	956632	-1	gene		954872	0	P75838							110.73090803705458	105363.16630212945
b0906	956762	957454	1	gene		956762	0	P75839	UPF0702 transmembrane protein ycaP OS=Escherichia coli (strain K12) GN=ycaP PE=3 SV=1	ycaP	Cell membrane	0.00018963612407444207	0.00027995311974163837	0.00018698374913649784	110.73090803705458	105473.89721016651
PM0-46323	957579	957652	1	promoter	[b0907]	957579	0								10.0	105584.62811820357
b0907	957653	958741	1	gene		957653	0	P23721	Phosphoserine aminotransferase OS=Escherichia coli (strain K12) GN=serC PE=1 SV=4	serC	Cytoplasm	1.2379514631445574	1.1977155886878492	1.1519385713741341	110.73090803705458	105594.62811820357
