E_coli_K12	E_coli_W3110	Identity_E_coli_K12.to.E_coli_W3110	Identity_E_coli_W3110.to.E_coli_K12
sp|P76552|EUTH_ECOLI	W3110_lambdaRed.CDS.2448	100.0	100.0
sp|P76553|EUTG_ECOLI	W3110_lambdaRed.CDS.2449	100.0	100.0
sp|P76555|EUTQ_ECOLI	W3110_lambdaRed.CDS.2456	100.0	100.0
sp|P76556|EUTP_ECOLI	W3110_lambdaRed.CDS.2457	100.0	100.0
sp|P76558|MAO2_ECOLI	W3110_lambdaRed.CDS.2459	100.0	100.0
sp|P76559|YPFG_ECOLI	W3110_lambdaRed.CDS.2462	100.0	100.0
sp|P76561|YPFH_ECOLI	W3110_lambdaRed.CDS.2470	100.0	100.0
sp|P76562|TMCA_ECOLI	W3110_lambdaRed.CDS.2471	100.0	100.0
sp|P76569|YFGD_ECOLI	W3110_lambdaRed.CDS.2492	100.0	100.0
sp|P76573|YFGI_ECOLI	W3110_lambdaRed.CDS.2505	100.0	100.0
sp|P76575|YFGJ_ECOLI	W3110_lambdaRed.CDS.2510	100.0	100.0
sp|P76576|YFGM_ECOLI	W3110_lambdaRed.CDS.2513	100.0	100.0
sp|P76577|PBPC_ECOLI	W3110_lambdaRed.CDS.2519	100.0	100.0
sp|P76578|YFHM_ECOLI	W3110_lambdaRed.CDS.2520	100.0	100.0
sp|P76584|YPHB_ECOLI	W3110_lambdaRed.CDS.2547	100.0	100.0
sp|P77509|YPHE_ECOLI	W3110_lambdaRed.CDS.2550	100.0	100.0
sp|P77515|STFQ_ECOLI	W3110_lambdaRed.CDS.1533	100.0	100.0
sp|P60869|YBJL_ECOLI	W3110_lambdaRed.CDS.849	100.0	100.0
sp|Q46877|NORV_ECOLI	W3110_lambdaRed.CDS.2702	100.0	100.0
sp|Q46843|YGHS_ECOLI	W3110_lambdaRed.CDS.2985	100.0	100.0
sp|Q46844|YGHT_ECOLI	W3110_lambdaRed.CDS.2986	100.0	100.0
sp|Q46845|YGHU_ECOLI	W3110_lambdaRed.CDS.2989	100.0	100.0
sp|Q46851|GPR_ECOLI	W3110_lambdaRed.CDS.3003	100.0	100.0
sp|Q46855|YQHC_ECOLI	W3110_lambdaRed.CDS.3010	100.0	100.0
sp|Q46856|YQHD_ECOLI	W3110_lambdaRed.CDS.3012	100.0	100.0
sp|Q46857|DKGA_ECOLI	W3110_lambdaRed.CDS.3013	100.0	100.0
sp|Q46858|YQHG_ECOLI	W3110_lambdaRed.CDS.3015	100.0	100.0
sp|Q46861|YGIQ_ECOLI	W3110_lambdaRed.CDS.3017	100.0	100.0
sp|Q46863|YGIS_ECOLI	W3110_lambdaRed.CDS.3021	100.0	100.0
sp|Q46864|MQSA_ECOLI	W3110_lambdaRed.CDS.3022	100.0	100.0
sp|Q46866|YGIV_ECOLI	W3110_lambdaRed.CDS.3023	100.0	100.0
sp|Q46868|YQIC_ECOLI	W3110_lambdaRed.CDS.3041	100.0	100.0
sp|Q46871|YQJH_ECOLI	W3110_lambdaRed.CDS.3070	100.0	100.0
sp|Q46888|LTND_ECOLI	W3110_lambdaRed.CDS.2730	100.0	100.0
sp|P77519|YDDL_ECOLI	W3110_lambdaRed.CDS.1453	100.0	100.0
sp|Q46889|OTNK_ECOLI	W3110_lambdaRed.CDS.2731	100.0	100.0
sp|Q46890|OTNC_ECOLI	W3110_lambdaRed.CDS.2732	100.0	100.0
sp|Q46891|OTNI_ECOLI	W3110_lambdaRed.CDS.2733	100.0	100.0
sp|Q46892|YGBN_ECOLI	W3110_lambdaRed.CDS.2734	100.0	100.0
sp|Q46893|ISPD_ECOLI	W3110_lambdaRed.CDS.2741	100.0	100.0
sp|Q46896|CAS1_ECOLI	W3110_lambdaRed.CDS.2751	100.0	100.0
sp|Q46897|CAS6_ECOLI	W3110_lambdaRed.CDS.2752	100.0	100.0
sp|Q46899|CASC_ECOLI	W3110_lambdaRed.CDS.2753	100.0	100.0
sp|Q46901|CSE1_ECOLI	W3110_lambdaRed.CDS.2755	100.0	100.0
sp|Q46904|YGCN_ECOLI	W3110_lambdaRed.CDS.2763	100.0	100.0
sp|Q46905|YGCO_ECOLI	W3110_lambdaRed.CDS.2764	100.0	100.0
sp|Q46906|YGCP_ECOLI	W3110_lambdaRed.CDS.2765	100.0	100.0
sp|Q46907|YGCQ_ECOLI	W3110_lambdaRed.CDS.2766	100.0	100.0
sp|Q46908|YGCR_ECOLI	W3110_lambdaRed.CDS.2767	100.0	100.0
sp|Q46841|YGHQ_ECOLI	W3110_lambdaRed.CDS.2983	100.0	100.0
sp|Q46840|YGHO_ECOLI	W3110_lambdaRed.CDS.2981	100.0	100.0
sp|Q46839|GLCA_ECOLI	W3110_lambdaRed.CDS.2974	100.0	100.0
sp|Q46836|PPPA_ECOLI	W3110_lambdaRed.CDS.2971	100.0	100.0
sp|Q46787|YGEG_ECOLI	W3110_lambdaRed.CDS.2852	100.0	100.0
sp|Q46789|YGEI_ECOLI	W3110_lambdaRed.CDS.2854	100.0	100.0
sp|Q46790|PBL_ECOLI	W3110_lambdaRed.CDS.2856	100.0	100.0
sp|Q46793|YGEN_ECOLI	W3110_lambdaRed.CDS.2857	100.0	100.0
sp|Q46797|YGEQ_ECOLI	W3110_lambdaRed.CDS.2861	100.0	100.0
sp|Q46798|YGER_ECOLI	W3110_lambdaRed.CDS.2862	100.0	100.0
sp|Q46799|XDHA_ECOLI	W3110_lambdaRed.CDS.2863	100.0	100.0
sp|Q46800|XDHB_ECOLI	W3110_lambdaRed.CDS.2864	100.0	100.0
sp|Q46801|XDHC_ECOLI	W3110_lambdaRed.CDS.2865	100.0	100.0
sp|Q46802|YGEV_ECOLI	W3110_lambdaRed.CDS.2866	100.0	100.0
sp|Q46803|YGEW_ECOLI	W3110_lambdaRed.CDS.2867	100.0	100.0
sp|Q46806|PHYDA_ECOLI	W3110_lambdaRed.CDS.2870	100.0	100.0
sp|Q46807|ARCL_ECOLI	W3110_lambdaRed.CDS.2871	100.0	100.0
sp|Q46808|YQEB_ECOLI	W3110_lambdaRed.CDS.2872	100.0	100.0
sp|Q46810|MOCA_ECOLI	W3110_lambdaRed.CDS.2874	100.0	100.0
sp|Q46811|YGFK_ECOLI	W3110_lambdaRed.CDS.2875	100.0	100.0
sp|Q46812|SSNA_ECOLI	W3110_lambdaRed.CDS.2876	100.0	100.0
sp|Q46814|XDHD_ECOLI	W3110_lambdaRed.CDS.2878	100.0	100.0
sp|Q46817|GHXQ_ECOLI	W3110_lambdaRed.CDS.2881	100.0	100.0
sp|Q46819|YGFS_ECOLI	W3110_lambdaRed.CDS.2882	100.0	100.0
sp|Q46820|YGFT_ECOLI	W3110_lambdaRed.CDS.2883	100.0	100.0
sp|Q46821|UACT_ECOLI	W3110_lambdaRed.CDS.2884	100.0	100.0
sp|Q46822|IDI_ECOLI	W3110_lambdaRed.CDS.2886	100.0	100.0
sp|Q46824|YGFX_ECOLI	W3110_lambdaRed.CDS.2894	100.0	100.0
sp|Q46829|BGLA_ECOLI	W3110_lambdaRed.CDS.2899	100.0	100.0
sp|Q46831|YQGA_ECOLI	W3110_lambdaRed.CDS.2966	100.0	100.0
sp|Q46832|YGHD_ECOLI	W3110_lambdaRed.CDS.2967	100.0	100.0
sp|Q46834|YGHF_ECOLI	W3110_lambdaRed.CDS.2969	100.0	100.0
sp|Q46835|YGHG_ECOLI	W3110_lambdaRed.CDS.2970	100.0	100.0
sp|Q46909|YGCS_ECOLI	W3110_lambdaRed.CDS.2768	100.0	100.0
sp|Q46911|YGCU_ECOLI	W3110_lambdaRed.CDS.2769	100.0	100.0
sp|Q46915|GUDX_ECOLI	W3110_lambdaRed.CDS.2788	100.0	100.0
sp|Q47319|YFIP_ECOLI	W3110_lambdaRed.CDS.2586	100.0	100.0
sp|Q47534|YAIO_ECOLI	W3110_lambdaRed.CDS.355	100.0	100.0
sp|Q47536|YAIP_ECOLI	W3110_lambdaRed.CDS.359	100.0	100.0
sp|Q47537|TAUA_ECOLI	W3110_lambdaRed.CDS.361	100.0	100.0
sp|Q47538|TAUB_ECOLI	W3110_lambdaRed.CDS.362	100.0	100.0
sp|Q47539|TAUC_ECOLI	W3110_lambdaRed.CDS.363	100.0	100.0
sp|Q47679|YAFV_ECOLI	W3110_lambdaRed.CDS.215	100.0	100.0
sp|Q47685|YKFG_ECOLI	W3110_lambdaRed.CDS.243	100.0	100.0
sp|Q47688|YKFC_ECOLI	W3110_lambdaRed.CDS.255	100.0	100.0
sp|Q47689|MMUP_ECOLI	W3110_lambdaRed.CDS.257	100.0	100.0
sp|Q47690|MMUM_ECOLI	W3110_lambdaRed.CDS.258	100.0	100.0
sp|Q47702|YFEK_ECOLI	W3110_lambdaRed.CDS.2424	100.0	100.0
sp|Q47706|UIDC_ECOLI	W3110_lambdaRed.CDS.1597	100.0	100.0
sp|Q47710|YQJK_ECOLI	W3110_lambdaRed.CDS.3103	100.0	100.0
sp|Q47718|INSO2_ECOLI	W3110_lambdaRed.CDS.4309	100.0	100.0
sp|Q47719|Y4286_ECOLI	W3110_lambdaRed.CDS.4310	100.0	100.0
sp|Q57083|PERR_ECOLI	W3110_lambdaRed.CDS.251	100.0	100.0
sp|Q57261|TRUD_ECOLI	W3110_lambdaRed.CDS.2739	100.0	100.0
sp|Q59385|COPA_ECOLI	W3110_lambdaRed.CDS.485	100.0	100.0
sp|Q6BEX0|YTFR_ECOLI	W3110_lambdaRed.CDS.4253	100.0	100.0
sp|Q6BEX5|YJDP_ECOLI	W3110_lambdaRed.CDS.4117	100.0	100.0
sp|Q6BF16|DGOA_ECOLI	W3110_lambdaRed.CDS.3587	100.0	100.0
sp|Q6BF17|DGOD_ECOLI	W3110_lambdaRed.CDS.3588	100.0	100.0
sp|Q6BF25|LDRD_ECOLI	W3110_lambdaRed.CDS.3750	100.0	100.0
sp|Q6BF87|LDRB_ECOLI	W3110_lambdaRed.CDS.1186	100.0	100.0
sp|Q79E92|YKGN_ECOLI	W3110_lambdaRed.CDS.262	100.0	100.0
sp|Q7DFU6|YGHX_ECOLI	W3110_lambdaRed.CDS.3001	100.0	100.0
sp|Q7DFV3|YMGG_ECOLI	W3110_lambdaRed.CDS.1136	100.0	100.0
sp|Q93K97|ADPP_ECOLI	W3110_lambdaRed.CDS.3033	100.0	100.0
sp|Q9XB42|YKFH_ECOLI	W3110_lambdaRed.CDS.242	100.0	100.0
sp|Q47377|ARNE_ECOLI	W3110_lambdaRed.CDS.2260	100.0	100.0
sp|Q47274|REQ1_ECOLI	W3110_lambdaRed.CDS.551	100.0	100.0
sp|Q46916|GUDP_ECOLI	W3110_lambdaRed.CDS.2789	100.0	100.0
sp|Q47272|YLCG_ECOLI	W3110_lambdaRed.CDS.550	100.0	100.0
sp|Q46919|YQCC_ECOLI	W3110_lambdaRed.CDS.2794	100.0	100.0
sp|Q46920|QUEF_ECOLI	W3110_lambdaRed.CDS.2796	100.0	100.0
sp|Q46925|CSDA_ECOLI	W3110_lambdaRed.CDS.2812	100.0	100.0
sp|Q46938|KDUI_ECOLI	W3110_lambdaRed.CDS.2844	100.0	100.0
sp|Q46939|YQEF_ECOLI	W3110_lambdaRed.CDS.2845	100.0	100.0
sp|Q46941|YQEH_ECOLI	W3110_lambdaRed.CDS.2847	100.0	100.0
sp|Q46942|YQEI_ECOLI	W3110_lambdaRed.CDS.2849	100.0	100.0
sp|Q46943|YQEJ_ECOLI	W3110_lambdaRed.CDS.2850	100.0	100.0
sp|Q46948|YAJL_ECOLI	W3110_lambdaRed.CDS.423	100.0	100.0
sp|Q46953|YPJF_ECOLI	W3110_lambdaRed.CDS.2643	100.0	100.0
sp|Q47005|NAC_ECOLI	W3110_lambdaRed.CDS.1972	100.0	100.0
sp|Q47013|ELAD_ECOLI	W3110_lambdaRed.CDS.2272	100.0	100.0
sp|Q47083|CBL_ECOLI	W3110_lambdaRed.CDS.1971	100.0	100.0
sp|Q47129|FEAR_ECOLI	W3110_lambdaRed.CDS.1363	100.0	100.0
sp|Q47138|YDFE_ECOLI	W3110_lambdaRed.CDS.1559	100.0	100.0
sp|Q47140|HCAF_ECOLI	W3110_lambdaRed.CDS.2542	100.0	100.0
sp|Q47141|HCAR_ECOLI	W3110_lambdaRed.CDS.2540	100.0	100.0
sp|Q47142|HCAT_ECOLI	W3110_lambdaRed.CDS.2539	100.0	100.0
sp|Q47146|FADE_ECOLI	W3110_lambdaRed.CDS.217	100.0	100.0
sp|Q47147|YAFJ_ECOLI	W3110_lambdaRed.CDS.219	100.0	100.0
sp|Q47150|DINJ_ECOLI	W3110_lambdaRed.CDS.222	100.0	100.0
sp|Q47152|RAYT_ECOLI	W3110_lambdaRed.CDS.224	100.0	100.0
sp|Q47153|LFHA_ECOLI	W3110_lambdaRed.CDS.225	100.0	100.0
sp|Q47155|DPO4_ECOLI	W3110_lambdaRed.CDS.227	100.0	100.0
sp|Q47156|YAFN_ECOLI	W3110_lambdaRed.CDS.228	100.0	100.0
sp|Q47157|YAFO_ECOLI	W3110_lambdaRed.CDS.229	100.0	100.0
sp|Q47158|YAFP_ECOLI	W3110_lambdaRed.CDS.230	100.0	100.0
sp|Q47208|FDRA_ECOLI	W3110_lambdaRed.CDS.516	100.0	100.0
sp|Q47269|YBCN_ECOLI	W3110_lambdaRed.CDS.547	100.0	100.0
sp|Q46755|SIRB2_ECOLI	W3110_lambdaRed.CDS.1182	100.0	100.0
sp|Q2MB16|YOBH_ECOLI	W3110_lambdaRed.CDS.1817	100.0	100.0
sp|Q2M7X4|YICS_ECOLI	W3110_lambdaRed.CDS.3620	100.0	100.0
sp|P77601|YKGA_ECOLI	W3110_lambdaRed.CDS.297	100.0	100.0
sp|P77608|MHPD_ECOLI	W3110_lambdaRed.CDS.347	100.0	100.0
sp|P77609|FLXA_ECOLI	W3110_lambdaRed.CDS.1550	100.0	100.0
sp|P77610|ANSP_ECOLI	W3110_lambdaRed.CDS.1435	100.0	100.0
sp|P77611|RSXC_ECOLI	W3110_lambdaRed.CDS.1611	100.0	100.0
sp|P77615|YCJW_ECOLI	W3110_lambdaRed.CDS.1297	100.0	100.0
sp|P77616|YQIH_ECOLI	W3110_lambdaRed.CDS.3046	100.0	100.0
sp|P77619|YFEW_ECOLI	W3110_lambdaRed.CDS.2435	100.0	100.0
sp|P77622|DDPF_ECOLI	W3110_lambdaRed.CDS.1466	100.0	100.0
sp|P77624|ARCM_ECOLI	W3110_lambdaRed.CDS.319	100.0	100.0
sp|P77625|HXPA_ECOLI	W3110_lambdaRed.CDS.2298	100.0	100.0
sp|P77626|SUTR_ECOLI	W3110_lambdaRed.CDS.1415	100.0	100.0
sp|P77627|YBER_ECOLI	W3110_lambdaRed.CDS.656	100.0	100.0
sp|P77634|YBCM_ECOLI	W3110_lambdaRed.CDS.546	100.0	100.0
sp|P77649|YDIU_ECOLI	W3110_lambdaRed.CDS.1691	100.0	100.0
sp|P77650|HCAD_ECOLI	W3110_lambdaRed.CDS.2545	100.0	100.0
sp|P77656|YFDK_ECOLI	W3110_lambdaRed.CDS.2360	100.0	100.0
sp|P77657|YAGK_ECOLI	W3110_lambdaRed.CDS.274	100.0	100.0
sp|P77658|YNAA_ECOLI	W3110_lambdaRed.CDS.1342	100.0	100.0
sp|P77667|SUFA_ECOLI	W3110_lambdaRed.CDS.1668	100.0	100.0
sp|P77668|HYFI_ECOLI	W3110_lambdaRed.CDS.2486	100.0	100.0
sp|P77671|ALLB_ECOLI	W3110_lambdaRed.CDS.510	100.0	100.0
sp|P77672|LSRC_ECOLI	W3110_lambdaRed.CDS.1498	100.0	100.0
sp|P77674|ABDH_ECOLI	W3110_lambdaRed.CDS.1425	100.0	100.0
sp|P77688|YLBG_ECOLI	W3110_lambdaRed.CDS.501	100.0	100.0
sp|P77689|SUFD_ECOLI	W3110_lambdaRed.CDS.1665	100.0	100.0
sp|P77690|ARNB_ECOLI	W3110_lambdaRed.CDS.2255	100.0	100.0
sp|P77692|YKFI_ECOLI	W3110_lambdaRed.CDS.240	100.0	100.0
sp|P77695|GNSB_ECOLI	W3110_lambdaRed.CDS.1537	100.0	100.0
sp|P77698|YBCK_ECOLI	W3110_lambdaRed.CDS.544	100.0	100.0
sp|P77607|YAGL_ECOLI	W3110_lambdaRed.CDS.275	100.0	100.0
sp|P77599|YFCS_ECOLI	W3110_lambdaRed.CDS.2343	100.0	100.0
sp|P77700|YAHB_ECOLI	W3110_lambdaRed.CDS.312	100.0	100.0
sp|P77598|YBCV_ECOLI	W3110_lambdaRed.CDS.558	100.0	100.0
sp|P77522|SUFB_ECOLI	W3110_lambdaRed.CDS.1667	100.0	100.0
sp|P77526|YFCG_ECOLI	W3110_lambdaRed.CDS.2308	100.0	100.0
sp|P77528|PEAD_ECOLI	W3110_lambdaRed.CDS.539	100.0	100.0
sp|P77529|YDJN_ECOLI	W3110_lambdaRed.CDS.1715	100.0	100.0
sp|P77536|YKGF_ECOLI	W3110_lambdaRed.CDS.304	100.0	100.0
sp|P77538|YFHR_ECOLI	W3110_lambdaRed.CDS.2537	100.0	100.0
sp|P77539|YDJL_ECOLI	W3110_lambdaRed.CDS.1764	100.0	100.0
sp|P77541|PRPB_ECOLI	W3110_lambdaRed.CDS.329	100.0	100.0
sp|P77544|YFCF_ECOLI	W3110_lambdaRed.CDS.2307	100.0	100.0
sp|P77546|YDAV_ECOLI	W3110_lambdaRed.CDS.1335	100.0	100.0
sp|P77549|YFCJ_ECOLI	W3110_lambdaRed.CDS.2329	100.0	100.0
sp|P77551|RZPR_ECOLI	W3110_lambdaRed.CDS.1337	100.0	100.0
sp|P77552|YDHQ_ECOLI	W3110_lambdaRed.CDS.1649	100.0	100.0
sp|P77554|YAHJ_ECOLI	W3110_lambdaRed.CDS.320	100.0	100.0
sp|P77555|ALLD_ECOLI	W3110_lambdaRed.CDS.515	100.0	100.0
sp|P77559|YNFL_ECOLI	W3110_lambdaRed.CDS.1577	100.0	100.0
sp|P77561|YDEP_ECOLI	W3110_lambdaRed.CDS.1485	100.0	100.0
sp|P77562|YAIW_ECOLI	W3110_lambdaRed.CDS.375	100.0	100.0
sp|P77564|YDHW_ECOLI	W3110_lambdaRed.CDS.1655	100.0	100.0
sp|P77567|NHOA_ECOLI	W3110_lambdaRed.CDS.1445	100.0	100.0
sp|P77569|MHPR_ECOLI	W3110_lambdaRed.CDS.343	100.0	100.0
sp|P77570|ANMK_ECOLI	W3110_lambdaRed.CDS.1622	100.0	100.0
sp|P77579|PTFC1_ECOLI	W3110_lambdaRed.CDS.2395	100.0	100.0
sp|P77580|ACDH_ECOLI	W3110_lambdaRed.CDS.348	100.0	100.0
sp|P77581|ASTC_ECOLI	W3110_lambdaRed.CDS.1734	100.0	100.0
sp|P77585|YPDE_ECOLI	W3110_lambdaRed.CDS.2393	100.0	100.0
sp|P77588|YDEQ_ECOLI	W3110_lambdaRed.CDS.1486	100.0	100.0
sp|P77589|MHPT_ECOLI	W3110_lambdaRed.CDS.350	100.0	100.0
sp|P77596|YAGF_ECOLI	W3110_lambdaRed.CDS.266	100.0	100.0
sp|P77699|TFAD_ECOLI	W3110_lambdaRed.CDS.562	100.0	100.0
sp|P77704|YDJI_ECOLI	W3110_lambdaRed.CDS.1761	100.0	100.0
sp|Q2M7R5|YIBT_ECOLI	W3110_lambdaRed.CDS.3681	100.0	100.0
sp|P77789|YDES_ECOLI	W3110_lambdaRed.CDS.1489	100.0	100.0
sp|P77791|MAA_ECOLI	W3110_lambdaRed.CDS.459	100.0	100.0
sp|P77795|YDCT_ECOLI	W3110_lambdaRed.CDS.1422	100.0	100.0
sp|P77802|ECPC_ECOLI	W3110_lambdaRed.CDS.288	100.0	100.0
sp|P77804|YDGA_ECOLI	W3110_lambdaRed.CDS.1596	100.0	100.0
sp|P77806|YBDL_ECOLI	W3110_lambdaRed.CDS.606	100.0	100.0
sp|P77808|CINAL_ECOLI	W3110_lambdaRed.CDS.2251	100.0	100.0
sp|P77858|HYFC_ECOLI	W3110_lambdaRed.CDS.2480	100.0	100.0
sp|P78055|FSAA_ECOLI	W3110_lambdaRed.CDS.827	100.0	100.0
sp|P78061|PUUA_ECOLI	W3110_lambdaRed.CDS.1271	100.0	100.0
sp|P78067|YNJE_ECOLI	W3110_lambdaRed.CDS.1744	100.0	100.0
sp|P78271|YFES_ECOLI	W3110_lambdaRed.CDS.2425	100.0	100.0
sp|P78285|LYSD_ECOLI	W3110_lambdaRed.CDS.555	100.0	100.0
sp|P80644|SSUE_ECOLI	W3110_lambdaRed.CDS.943	100.0	100.0
sp|P80645|SSUD_ECOLI	W3110_lambdaRed.CDS.941	100.0	100.0
sp|P80668|FEAB_ECOLI	W3110_lambdaRed.CDS.1364	100.0	100.0
sp|Q06065|ATOC_ECOLI	W3110_lambdaRed.CDS.2220	100.0	100.0
sp|Q06067|ATOS_ECOLI	W3110_lambdaRed.CDS.2219	100.0	100.0
sp|Q2EEP9|YAFF_ECOLI	W3110_lambdaRed.CDS.214	100.0	100.0
sp|Q2EEQ2|RL362_ECOLI	W3110_lambdaRed.CDS.292	100.0	100.0
sp|Q2EEQ3|YAHH_ECOLI	W3110_lambdaRed.CDS.318	100.0	100.0
sp|Q2EEQ8|YBFQ_ECOLI	W3110_lambdaRed.CDS.707	100.0	100.0
sp|Q2EER5|YMJC_ECOLI	W3110_lambdaRed.CDS.1304	100.0	100.0
sp|Q2EES0|YNFO_ECOLI	W3110_lambdaRed.CDS.1536	100.0	100.0
sp|Q2EES1|YNID_ECOLI	W3110_lambdaRed.CDS.1707	100.0	100.0
sp|Q2EES9|TORI_ECOLI	W3110_lambdaRed.CDS.2371	100.0	100.0
sp|Q2EET2|YPFN_ECOLI	W3110_lambdaRed.CDS.2469	100.0	100.0
sp|Q2EEU2|YJHX_ECOLI	W3110_lambdaRed.CDS.4336	100.0	100.0
sp|Q2M5U1|YTJA_ECOLI	W3110_lambdaRed.CDS.4412	100.0	100.0
sp|Q2M7M3|YSAB_ECOLI	W3110_lambdaRed.CDS.3725	100.0	100.0
sp|P77790|DDPX_ECOLI	W3110_lambdaRed.CDS.1471	100.0	100.0
sp|P77788|NUDG_ECOLI	W3110_lambdaRed.CDS.1746	100.0	100.0
sp|P77712|FADM_ECOLI	W3110_lambdaRed.CDS.443	100.0	100.0
sp|P77783|YNFF_ECOLI	W3110_lambdaRed.CDS.1570	100.0	100.0
sp|P77713|YAGH_ECOLI	W3110_lambdaRed.CDS.268	100.0	100.0
sp|P77714|YDIT_ECOLI	W3110_lambdaRed.CDS.1685	100.0	100.0
sp|P77716|YCJP_ECOLI	W3110_lambdaRed.CDS.1288	100.0	100.0
sp|P77717|YBAY_ECOLI	W3110_lambdaRed.CDS.454	100.0	100.0
sp|P77718|THII_ECOLI	W3110_lambdaRed.CDS.422	100.0	100.0
sp|P77721|YDJF_ECOLI	W3110_lambdaRed.CDS.1758	100.0	100.0
sp|P77726|YAJR_ECOLI	W3110_lambdaRed.CDS.426	100.0	100.0
sp|P77730|YDCR_ECOLI	W3110_lambdaRed.CDS.1420	100.0	100.0
sp|P77731|ALLA_ECOLI	W3110_lambdaRed.CDS.504	100.0	100.0
sp|P77732|RHMR_ECOLI	W3110_lambdaRed.CDS.2250	100.0	100.0
sp|P77733|FOCB_ECOLI	W3110_lambdaRed.CDS.2489	100.0	100.0
sp|P77735|YAJO_ECOLI	W3110_lambdaRed.CDS.418	100.0	100.0
sp|P77736|YAHD_ECOLI	W3110_lambdaRed.CDS.314	100.0	100.0
sp|P77737|OPPF_ECOLI	W3110_lambdaRed.CDS.1218	100.0	100.0
sp|P77739|YNIA_ECOLI	W3110_lambdaRed.CDS.1711	100.0	100.0
sp|P77743|PRPR_ECOLI	W3110_lambdaRed.CDS.328	100.0	100.0
sp|P77744|ABGR_ECOLI	W3110_lambdaRed.CDS.1317	100.0	100.0
sp|P77746|YBDO_ECOLI	W3110_lambdaRed.CDS.609	100.0	100.0
sp|P77747|OMPN_ECOLI	W3110_lambdaRed.CDS.1355	100.0	100.0
sp|P77748|YDIJ_ECOLI	W3110_lambdaRed.CDS.1671	100.0	100.0
sp|P77754|SPY_ECOLI	W3110_lambdaRed.CDS.1729	100.0	100.0
sp|P77756|QUEC_ECOLI	W3110_lambdaRed.CDS.444	100.0	100.0
sp|P77757|ARNC_ECOLI	W3110_lambdaRed.CDS.2256	100.0	100.0
sp|P77759|YLBH_ECOLI	W3110_lambdaRed.CDS.500	100.0	100.0
sp|P77768|RPNB_ECOLI	W3110_lambdaRed.CDS.2311	100.0	100.0
sp|P77774|BAMB_ECOLI	W3110_lambdaRed.CDS.2512	100.0	100.0
sp|P77775|YFCH_ECOLI	W3110_lambdaRed.CDS.2310	100.0	100.0
sp|P77779|YBFO_ECOLI	W3110_lambdaRed.CDS.705	100.0	100.0
sp|P77781|MENI_ECOLI	W3110_lambdaRed.CDS.1670	100.0	100.0
sp|P76343|MSRQ_ECOLI	W3110_lambdaRed.CDS.1961	100.0	100.0
sp|P76342|MSRP_ECOLI	W3110_lambdaRed.CDS.1960	100.0	100.0
sp|P76341|HIUH_ECOLI	W3110_lambdaRed.CDS.1959	100.0	100.0
sp|P69441|KAD_ECOLI	W3110_lambdaRed.CDS.475	100.0	100.0
sp|P68919|RL25_ECOLI	W3110_lambdaRed.CDS.2181	100.0	100.0
sp|P69210|MDTI_ECOLI	W3110_lambdaRed.CDS.1581	100.0	100.0
sp|P69212|MDTJ_ECOLI	W3110_lambdaRed.CDS.1582	100.0	100.0
sp|P69222|IF1_ECOLI	W3110_lambdaRed.CDS.886	100.0	100.0
sp|P69228|BAER_ECOLI	W3110_lambdaRed.CDS.2065	100.0	100.0
sp|P69330|CITD_ECOLI	W3110_lambdaRed.CDS.624	100.0	100.0
sp|P69346|YEFM_ECOLI	W3110_lambdaRed.CDS.2004	100.0	100.0
sp|P69348|YOEB_ECOLI	W3110_lambdaRed.CDS.2003	100.0	100.0
sp|P69367|MDTH_ECOLI	W3110_lambdaRed.CDS.1028	100.0	100.0
sp|P69380|FIEF_ECOLI	W3110_lambdaRed.CDS.3367	100.0	100.0
sp|P69411|RCSF_ECOLI	W3110_lambdaRed.CDS.198	100.0	100.0
sp|P69423|TATC_ECOLI	W3110_lambdaRed.CDS.3446	100.0	100.0
sp|P69425|TATB_ECOLI	W3110_lambdaRed.CDS.3447	100.0	100.0
sp|P69428|TATA_ECOLI	W3110_lambdaRed.CDS.3448	100.0	100.0
sp|P69451|LCFA_ECOLI	W3110_lambdaRed.CDS.1794	100.0	100.0
sp|P76340|YEDW_ECOLI	W3110_lambdaRed.CDS.1958	100.0	100.0
sp|P69488|CUTA_ECOLI	W3110_lambdaRed.CDS.4164	100.0	100.0
sp|P69490|CCME_ECOLI	W3110_lambdaRed.CDS.2193	100.0	100.0
sp|P69503|APT_ECOLI	W3110_lambdaRed.CDS.469	100.0	100.0
sp|P69506|YTFE_ECOLI	W3110_lambdaRed.CDS.4234	100.0	100.0
sp|P69681|AMTB_ECOLI	W3110_lambdaRed.CDS.452	100.0	100.0
sp|P69739|MBHS_ECOLI	W3110_lambdaRed.CDS.977	100.0	100.0
sp|P69741|MBHT_ECOLI	W3110_lambdaRed.CDS.2997	100.0	100.0
sp|P69776|LPP_ECOLI	W3110_lambdaRed.CDS.1661	100.0	100.0
sp|P69783|PTGA_ECOLI	W3110_lambdaRed.CDS.2422	100.0	100.0
sp|P69786|PTGCB_ECOLI	W3110_lambdaRed.CDS.1065	100.0	100.0
sp|P69789|PTXB_ECOLI	W3110_lambdaRed.CDS.3598	100.0	100.0
sp|P69791|PTQA_ECOLI	W3110_lambdaRed.CDS.1722	100.0	100.0
sp|P69795|PTQB_ECOLI	W3110_lambdaRed.CDS.1724	100.0	100.0
sp|P69797|PTNAB_ECOLI	W3110_lambdaRed.CDS.1807	100.0	100.0
